timestamp,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
157.11502700,157115027,0.0,0.03,0.0,0.33,207.04,207.05,0.0,0.0,3
157.21498600,157214986,0.0,0.02,0.0,0.34,207.04,207.05,0.0,0.01,3
157.31501100,157315011,0.0,0.02,0.0,0.34,207.04,207.05,0.0,0.0,3
157.41489900,157414899,0.0,0.02,0.0,0.33,207.05,207.06,0.0,0.0,3
157.51483400,157514834,0.0,0.02,0.0,0.33,207.05,207.06,0.0,0.0,3
157.61486700,157614867,0.0,0.02,0.0,0.33,207.05,207.06,0.0,0.0,3
157.71489200,157714892,0.0,0.02,0.0,0.33,207.05,207.06,0.0,0.0,3
157.81493400,157814934,0.0,0.01,0.0,0.33,207.05,207.06,0.0,0.0,3
157.91496900,157914969,0.0,0.01,0.0,0.32,207.05,207.06,0.0,0.0,3
158.01522700,158015227,0.0,0.01,0.0,0.33,207.04,207.05,0.0,0.0,3
158.11491600,158114916,0.0,0.01,0.0,0.32,207.04,207.05,0.0,0.0,3
158.21485100,158214851,0.0,0.01,0.0,0.33,207.05,207.06,0.0,0.01,3
158.31490100,158314901,0.0,0.02,0.0,0.33,207.05,207.06,0.0,0.0,3
158.41484300,158414843,0.0,0.02,0.0,0.33,207.05,207.06,0.0,0.01,3
158.51486300,158514863,0.0,0.02,0.0,0.33,207.05,207.06,0.0,0.0,3
158.61484800,158614848,0.0,0.02,0.0,0.33,207.05,207.06,0.0,0.0,3
158.71493700,158714937,0.0,0.02,0.0,0.33,207.04,207.05,0.0,0.0,3
158.81494200,158814942,0.0,0.02,0.0,0.33,207.04,207.05,0.0,0.0,3
158.91518400,158915184,0.0,0.01,0.0,0.33,207.03,207.04,0.0,0.0,3
159.01493800,159014938,0.0,0.01,0.0,0.33,207.02,207.03,0.0,0.0,3
159.11512500,159115125,0.0,0.01,0.0,0.33,207.02,207.03,0.0,0.0,3
159.21513700,159215137,0.0,0.0,0.0,0.33,207.03,207.04,0.0,0.0,3
159.31508100,159315081,0.0,0.0,0.0,0.32,207.03,207.04,0.0,0.0,3
159.41518400,159415184,0.0,0.0,0.0,0.33,207.03,207.04,0.0,0.0,3
