timestamp,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
1666742445.17707586,864661403,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.0,0.04,3
1666742445.17912292,864663450,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.0,0.04,3
1666742445.18147182,864665799,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.0,0.04,3
1666742445.18398285,864668310,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.0,0.04,3
1666742445.18647385,864670801,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.0,0.04,3
1666742445.18953800,864673865,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.0,0.04,3
1666742445.19147301,864675800,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.0,0.04,3
1666742445.19404197,864678369,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.0,0.04,3
1666742445.19638491,864680712,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.0,0.04,3
1666742445.19929385,864683621,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.0,0.04,3
1666742445.20202589,864686353,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.02,0.05,3
1666742445.20401192,864688339,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.02,0.05,3
1666742445.20640397,864690731,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.02,0.05,3
1666742445.20900202,864693329,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.02,0.05,3
1666742445.21146584,864695793,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.02,0.05,3
1666742445.21530294,864699630,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.02,0.05,3
1666742445.21645784,864700785,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.02,0.05,3
1666742445.21899700,864703324,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.02,0.05,3
1666742445.22147799,864705805,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.02,0.05,3
1666742445.22383094,864708158,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.02,0.05,3
1666742445.22736001,864711687,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.02,0.05,3
1666742445.22933483,864713662,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.02,0.05,3
1666742445.23143697,864715764,0.0,0.51,0.0,0.54,3.58,3.5700000000000003,0.02,0.05,3
1666742445.23399591,864718323,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.23648095,864720808,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.23930097,864723628,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.24173999,864726067,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.24398589,864728313,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.24641895,864730746,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.24902081,864733348,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.25178504,864736112,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.25428391,864738611,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.25645781,864740785,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.25900292,864743330,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.26147699,864745804,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.26427197,864748599,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.26686096,864751188,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.26894188,864753269,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.27148485,864755812,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.27391982,864758247,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.27678490,864761112,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.27936792,864763695,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.28147984,864765807,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.28398800,864768315,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.28638792,864770715,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.28939986,864773727,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.29169488,864776022,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.29398894,864778316,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.29641795,864780745,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.29916000,864783487,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.30184484,864786172,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.30428886,864788616,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.30644298,864790770,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.30898881,864793316,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.31149197,864795819,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.31422496,864798552,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.31673503,864801062,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.31893587,864803263,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.32151890,864805846,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.32399201,864808319,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.32676196,864811089,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.32930589,864813633,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.33142281,864815750,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.33400798,864818335,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.33637786,864820705,0.0,0.51,0.0,0.54,3.58,3.56,0.02,0.05,3
1666742445.33939695,864823724,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.34169793,864826025,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.34400892,864828336,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.34647298,864830800,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.34902501,864833352,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.35181785,864836145,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.35430598,864838633,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.35642600,864840753,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.35902381,864843351,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.36144781,864845775,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.36446786,864848795,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.36699700,864851324,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.36893702,864853264,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.37149501,864855822,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.37395382,864858281,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
1666742445.37684202,864861169,0.0,0.51,0.0,0.54,3.58,3.5500000000000003,0.02,0.05,3
