,37-39,37-39,37-39,37-53,37-53,37-53,39-53,39-53,39-53
direction,PD,PE,PN,PD,PE,PN,PD,PE,PN
timestamp,,,,,,,,,
0 days 00:00:03.599994,-2.0666757822036743,3.020445664723714,-7.987241163228949,-0.6075963576634722,1.5595514973004658,-7.746460199356079,1.4590794245402021,-1.4608941674232483,0.24078096387286985
0 days 00:00:03.600008,-2.066677431265513,3.020322243372599,-7.987671837210655,-0.6073017782635157,1.5594219035572474,-7.746555742290285,1.4593756530019975,-1.4609003398153517,0.24111609492037037
0 days 00:00:03.600060,-2.0667292773723602,3.020109474658966,-7.98828655667603,-0.607007198863559,1.5592923098140292,-7.746651285224491,1.4597220785088012,-1.4608171648449368,0.24163527145153949
0 days 00:00:03.640010,-2.0668795108795166,3.020195245742798,-7.988867420703173,-0.6068110068639119,1.559461255868276,-7.746712972720464,1.4600685040156047,-1.4607339898745217,0.24215444798270866
0 days 00:00:03.640032,-2.0674022237459817,3.0202700297037763,-7.989326538518071,-0.6066148148642645,1.5596302019225228,-7.746774660216437,1.4607874088817174,-1.4606398277812533,0.2425518783016338
0 days 00:00:03.679997,-2.067474921544393,3.0202093919118242,-7.989706978201866,-0.6059686077965631,1.5596637262238398,-7.746757669581307,1.46150631374783,-1.4605456656879847,0.24294930862055888
0 days 00:00:03.680029,-2.0678122639656067,3.0199769337972002,-7.990001905088624,-0.6055870453516643,1.5595254302024841,-7.74665516614914,1.4622252186139426,-1.4604515035947163,0.24334673893948403
0 days 00:00:03.700003,-2.068431854248047,3.019652644793193,-7.990844684342543,-0.6052054829067655,1.5593871341811287,-7.7465526627169705,1.4632263713412814,-1.4602655106120639,0.2442920216255718
0 days 00:00:03.700024,-2.0685215443372726,3.0195223689079285,-7.991154908202589,-0.6048239204618666,1.559248838159773,-7.746450159284803,1.463697623875406,-1.4602735307481554,0.24470474891778496
0 days 00:00:03.700031,-2.0686892569065094,3.0195045471191406,-7.991413792595267,-0.6045203804969788,1.5592229962348938,-7.746296316385269,1.4641688764095306,-1.4602815508842468,0.2451174762099982
0 days 00:00:03.720017,-2.068856969475746,3.019486725330353,-7.991672676987946,-0.6043811639149985,1.559210037191709,-7.746041382352511,1.4644758055607476,-1.4602766881386438,0.245631294635435
0 days 00:00:03.720039,-2.0693026185035706,3.0195251305898028,-7.9920693673193455,-0.6045198837916057,1.559253305196762,-7.745924254258473,1.4647827347119649,-1.460271825393041,0.24614511306087186
0 days 00:00:03.760035,-2.0706858932971954,3.0192834536234536,-7.992609469220042,-0.6046586036682129,1.5592965732018154,-7.745807126164436,1.4660272896289825,-1.4599868804216383,0.24680234305560594
0 days 00:00:03.760048,-2.0715068727731705,3.0191850662231445,-7.993327982258052,-0.6047973235448203,1.5593398412068684,-7.745689998070399,1.4667095492283502,-1.4598452250162761,0.2476379841876527
0 days 00:00:03.800015,-2.072171886761983,3.019110719362895,-7.994142498510579,-0.6047800779342654,1.5594071497519812,-7.745668873190879,1.4673918088277178,-1.4597035696109137,0.24847362531969952
0 days 00:00:03.800030,-2.072652220726013,3.0191792249679565,-7.994647194010517,-0.6047628323237104,1.5594744582970936,-7.745647748311361,1.4678893884023028,-1.459704766670863,0.2489994456991554
0 days 00:00:03.800051,-2.073132554690043,3.0192477305730185,-7.995151889510453,-0.6051791565758844,1.5597786626645498,-7.745725844587598,1.4679533981141586,-1.4594690679084688,0.24942604492285428
0 days 00:00:03.840009,-2.073721945285797,3.0196515917778015,-7.995488579384983,-0.6057045374597823,1.560418222631727,-7.74563593523843,1.4680174078260149,-1.4592333691460746,0.2498526441465532
0 days 00:00:03.840061,-2.074301838874817,3.0197674036026,-7.995847903657705,-0.6062299183436803,1.5610577825989043,-7.7455460258892606,1.4680719205311366,-1.4587096210036958,0.2503018777684442
0 days 00:00:03.880003,-2.0749528408050537,3.019524097442627,-7.996313562616706,-0.6068264075687955,1.5613382245813097,-7.7455624512263705,1.4681264332362582,-1.4581858728613173,0.25075111139033524
0 days 00:00:03.880039,-2.075424149632454,3.019475042819977,-7.996670486871153,-0.6074228967939106,1.5616186665637153,-7.745578876563481,1.4680012528385433,-1.4578563762562615,0.2510916103076722
0 days 00:00:03.900011,-2.0756297012170153,3.0195161898930865,-7.996758157076934,-0.6077536287761869,1.5619893102418807,-7.7453260478519255,1.4678760724408286,-1.457526879651206,0.2514321092250092
0 days 00:00:03.900022,-2.075754257539908,3.0196316639582315,-7.996847381892925,-0.6080843607584636,1.5623599539200463,-7.745073219140371,1.4676698967814445,-1.4572717100381851,0.2517741627525538
0 days 00:00:03.900055,-2.0758788138628006,3.0197471380233765,-7.996936606708914,-0.6085019906361897,1.5627270614107447,-7.744904786348343,1.467376823226611,-1.4570200766126316,0.25203182036057115
0 days 00:00:03.920018,-2.0763453021645546,3.01979923248291,-7.996896449709311,-0.6092615524927776,1.5630307892958326,-7.744606971740723,1.467083749671777,-1.4567684431870778,0.25228947796858847
0 days 00:00:03.920029,-2.077227830886841,3.0196434259414673,-7.997364601120353,-0.6104371547698975,1.5631266161799433,-7.744817465543747,1.4667906761169434,-1.4565168097615242,0.25254713557660585
0 days 00:00:03.960015,-2.078369364142418,3.0191829800605774,-7.997848456725478,-0.6116127570470171,1.563222443064054,-7.745027959346771,1.4667566070954006,-1.4559605369965234,0.252820497378707
0 days 00:00:03.960034,-2.0791718065738674,3.018876403570175,-7.998132279142737,-0.61244926850001,1.5634721393386524,-7.745038419961929,1.4667225380738576,-1.4554042642315228,0.2530938591808082
0 days 00:00:03.999962,-2.079974204301834,3.018589675426483,-7.998717506416142,-0.6132857799530029,1.5637218356132507,-7.745048880577087,1.4666884243488312,-1.4548678398132324,0.2536686258390547
0 days 00:00:04.000033,-2.0807766020298004,3.018302947282791,-7.999302733689547,-0.6142262646130152,1.5638785660266876,-7.745186665228435,1.4665503374167852,-1.4544243812561037,0.2541160684611117
0 days 00:00:04.000049,-2.0815851390361786,3.018061876296997,-7.999562653712928,-0.6151667492730277,1.5640352964401243,-7.745324449879782,1.4664183897631509,-1.4540265798568726,0.25423820383314577
0 days 00:00:04.040003,-2.082683891057968,3.0176414251327515,-7.9997980166226625,-0.6163974489484514,1.5640126466751099,-7.745437677417483,1.4662864421095168,-1.4536287784576416,0.2543603392051799
0 days 00:00:04.040023,-2.0842912197113037,3.0173957347869873,-8.000134278088808,-0.6176281486238753,1.5639899969100952,-7.7455509049551825,1.4666630710874284,-1.453405737876892,0.25458337313362533
0 days 00:00:04.080030,-2.0858711898326874,3.0175614953041077,-8.000687500461936,-0.618831489767347,1.564378798007965,-7.745881093399865,1.4670397000653403,-1.4531826972961428,0.2548064070620708
0 days 00:00:04.080057,-2.0868236497044563,3.017870992422104,-8.001035624882206,-0.620034830910819,1.564767599105835,-7.746211281844548,1.4667888187936373,-1.453103393316269,0.2548243430376585
0 days 00:00:04.099977,-2.0874172300100327,3.017899811267853,-8.001059976872057,-0.6208792924880981,1.5648757219314575,-7.74621769785881,1.4665379375219345,-1.4530240893363953,0.2548422790132463
0 days 00:00:04.099996,-2.088010810315609,3.0179286301136017,-8.001084328861907,-0.6215076787131175,1.5648973946060454,-7.746273083346231,1.4665031316024917,-1.4530312355075563,0.25481124551567647
0 days 00:00:04.100039,-2.088660418987274,3.018002927303314,-8.001289878971875,-0.6221920933042255,1.5649645456245969,-7.746509666953768,1.4664683256830486,-1.4530383816787171,0.25478021201810663
0 days 00:00:04.119990,-2.089535117149353,3.0180797576904297,-8.001564977690578,-0.6228765078953336,1.5650316966431481,-7.746746250561306,1.4666586092540195,-1.4530480610472816,0.25481872712927206
0 days 00:00:04.120001,-2.0909387469291687,3.0182912945747375,-8.002034149132669,-0.6240898541041784,1.565233554158892,-7.747176906892231,1.4668488928249903,-1.4530577404158456,0.2548572422404375
0 days 00:00:04.160016,-2.0924829244613647,3.018397867679596,-8.002582085784525,-0.6253032003130232,1.5654354116746358,-7.747607563223157,1.4671797241483415,-1.45296245600496,0.2549745225613671
0 days 00:00:04.160029,-2.0935341715812683,3.0184019207954407,-8.002991501241922,-0.6260236161095758,1.5655347492013658,-7.7478996983596256,1.4675105554716925,-1.4528671715940749,0.25509180288229677
0 days 00:00:04.199962,-2.094473719596863,3.018471598625183,-8.00342112313956,-0.6267440319061282,1.565634086728096,-7.748191833496094,1.4677296876907346,-1.452837511897087,0.25522928964346653
0 days 00:00:04.199994,-2.0954132676124573,3.0185412764549255,-8.003850745037198,-0.6272751433508736,1.5657698235341482,-7.748708265168326,1.4681381242615834,-1.4527714529207774,0.2551424798688719
0 days 00:00:04.200026,-2.0963615477085114,3.0185185074806213,-8.004178565461189,-0.6278062547956194,1.5659055603402001,-7.7492246968405585,1.4685552929128918,-1.4526129471404212,0.25495386862062985
0 days 00:00:04.240035,-2.097583055496216,3.0182920694351196,-8.00464681442827,-0.6286105939320157,1.5658376280750548,-7.749881557055882,1.4689724615642001,-1.4524544413600649,0.25476525737238787
0 days 00:00:04.240045,-2.099064275622368,3.018218755722046,-8.004699706099927,-0.6294149330684118,1.5657696958099092,-7.750538417271206,1.469649342553956,-1.4524490599121367,0.2541612888287221
0 days 00:00:04.280009,-2.1004112660884857,3.018340229988098,-8.004489860497415,-0.6300850425447737,1.5658965515238898,-7.750932540212359,1.470326223543712,-1.4524436784642083,0.25355732028505634
0 days 00:00:04.280065,-2.101212203502655,3.018471837043762,-8.00445970124565,-0.6307551520211356,1.56602340723787,-7.751326663153512,1.4704570514815194,-1.4524484298058917,0.2531330380921385
0 days 00:00:04.300002,-2.101717561483383,3.0186213850975037,-8.004477702546865,-0.6311296820640564,1.5661682039499283,-7.751768946647644,1.4705878794193268,-1.4524531811475754,0.2527087558992207
0 days 00:00:04.300021,-2.1022229194641113,3.018770933151245,-8.004495703848079,-0.6323110886982508,1.5663147589990072,-7.752533942461014,1.4699118307658605,-1.452456174152238,0.25196176138706505
0 days 00:00:04.300054,-2.1023883124192553,3.0188179810841875,-8.004398628448447,-0.6331525303068615,1.566358813927287,-7.753183861573538,1.469235782112394,-1.4524591671569007,0.2512147668749094
0 days 00:00:04.320003,-2.1031674245993295,3.0188366572062177,-8.003834251935283,-0.6339939719154721,1.5664028688555673,-7.75383378068606,1.4691734526838576,-1.4524337883506502,0.2500004712492228
0 days 00:00:04.320046,-2.1035081446170807,3.0188264449437456,-8.003827235971888,-0.6348354135240828,1.5664469237838472,-7.754483699798584,1.468672731092998,-1.4523795211598987,0.249343536173304
0 days 00:00:04.359990,-2.1028963029384613,3.018893400828044,-8.004764039690295,-0.6347242934363229,1.5665681468588966,-7.756077438592911,1.4681720095021384,-1.4523252539691471,0.24868660109738516
0 days 00:00:04.360035,-2.102728992700577,3.0189710060755415,-8.005079047754407,-0.635057704789298,1.5667000192971456,-7.757049381732941,1.4676712879112788,-1.4522709867783954,0.2480296660214663
0 days 00:00:04.399965,-2.1025051971276603,3.019105871518453,-8.00516285498937,-0.635391116142273,1.566831891735395,-7.758021324872971,1.467114080985387,-1.4522739797830582,0.2471415301163992
0 days 00:00:04.400026,-2.1022814015547433,3.0192407369613647,-8.005246662224332,-0.6392835038048881,1.5669608925070084,-7.759304932185581,1.4629978977498554,-1.4522798444543565,0.24594173003875078
0 days 00:00:04.400038,-2.1022293269634247,3.019073247909546,-8.00532140955329,-0.6433476124491011,1.566787538783891,-7.760579479592187,1.4588817145143236,-1.452285709125655,0.24474192996110236
0 days 00:00:04.440009,-2.1023581475019455,3.0188916325569153,-8.005629376042634,-0.6474117210933141,1.5666141850607735,-7.761854026998792,1.4549464264086314,-1.4522774474961417,0.2437753490438419
0 days 00:00:04.440045,-2.1027347048123675,3.0188708305358887,-8.005919381665686,-0.6517235665094283,1.5666016446692603,-7.763110613539105,1.4510111383029394,-1.4522691858666283,0.24280876812658142
0 days 00:00:04.480010,-2.1031331221262617,3.0187255144119263,-8.004973146443566,-0.6560354119255429,1.5665891042777471,-7.764367200079419,1.4470977102007185,-1.4521364101341792,0.24060594636414737
0 days 00:00:04.480044,-2.1030522659420967,3.018631935119629,-8.005296885501593,-0.6603472573416573,1.566576563886234,-7.765623786619732,1.4427050086004394,-1.452055371233395,0.239673098881862
0 days 00:00:04.499997,-2.1028673201799393,3.0185173749923706,-8.005381093360484,-0.664555013179779,1.5665430426597595,-7.766640841960907,1.4383123070001602,-1.451974332332611,0.23874025139957666
0 days 00:00:04.500008,-2.102682374417782,3.0184028148651123,-8.005465301219374,-0.6721653938293457,1.5664977449923754,-7.767971726134419,1.4305169805884361,-1.451905069872737,0.23749357508495447
0 days 00:00:04.500029,-2.1025548676649732,3.018391489982605,-8.005451121677956,-0.679833213488261,1.5665556825697422,-7.769204222907623,1.422721654176712,-1.4518358074128628,0.2362468987703323
0 days 00:00:04.520003,-2.1026461323102312,3.0182758569717407,-8.005123973513642,-0.687501033147176,1.566613620147109,-7.770436719680825,1.4151450991630554,-1.4516622368246317,0.2346872538328171
0 days 00:00:04.520096,-2.1026350259780884,3.018284559249878,-8.004721383564174,-0.6951688528060913,1.5666715577244759,-7.771669216454029,1.407466173171997,-1.451613001525402,0.23305216711014512
0 days 00:00:04.560003,-2.101343095302582,3.0185599327087402,-8.004533529281616,-0.7015558481216431,1.5669961664825678,-7.773116448894143,1.3997872471809387,-1.4515637662261724,0.2314170803874731
0 days 00:00:04.560030,-2.1000089794397354,3.0186033844947815,-8.004629537463188,-0.7079428434371948,1.5673207752406597,-7.774563681334257,1.3920661360025406,-1.4512826092541218,0.23006585612893107
0 days 00:00:04.600033,-2.0982387363910675,3.018680214881897,-8.004764169454575,-0.713893711566925,1.5676787625998259,-7.776049537584186,1.3843450248241425,-1.4510014522820711,0.228714631870389
0 days 00:00:04.600036,-2.096446692943573,3.018946925799052,-8.004919266328216,-0.7198445796966553,1.5680367499589922,-7.777535393834114,1.3766021132469177,-1.45091017584006,0.22738387249410155
0 days 00:00:04.640016,-2.094428688287735,3.018619616826375,-8.005247931927443,-0.7334349870681764,1.5679114133119583,-7.780741289258003,1.3609937012195588,-1.450708203514417,0.22450664266943934
0 days 00:00:04.640037,-2.093637764453888,3.018690824508667,-8.00514935143292,-0.7482524752616881,1.568184593319893,-7.783519938588142,1.3453852891921998,-1.450506231188774,0.2216294128447771
0 days 00:00:04.680045,-2.093505024909973,3.018497943878174,-8.004965894855559,-0.7630699634552002,1.5684577733278275,-7.7862985879182816,1.3304350614547729,-1.4500401705503463,0.21866730693727734
0 days 00:00:04.680054,-2.0939170519510903,3.0180708169937134,-8.00482694307963,-0.7784322182337443,1.5684967070817948,-7.789121742049852,1.3154848337173461,-1.4495741099119186,0.21570520102977755
0 days 00:00:04.700026,-2.093849390745163,3.0179195404052734,-8.004816006869078,-0.7937944730122882,1.568535640835762,-7.791944896181425,1.3000549177328746,-1.4493838995695114,0.21287111068765324
0 days 00:00:04.700027,-2.0937817295392356,3.0177682638168335,-8.004805070658525,-0.8040027618408202,1.5684231203049421,-7.794345358386636,1.2897789676984153,-1.4493451435118914,0.21045971227188906
0 days 00:00:04.700037,-2.0937667191028595,3.017755587895711,-8.004763616869846,-0.8142637014389037,1.5684492004414399,-7.7967153030137215,1.2795030176639557,-1.4493063874542713,0.20804831385612488
0 days 00:00:04.719989,-2.094343364238739,3.0176229874293012,-8.004646382605037,-0.8245246410369872,1.5684752805779378,-7.799085247640809,1.2698187232017517,-1.4491477068513632,0.20556113496422765
0 days 00:00:04.720064,-2.0946456491947174,3.0174230337142944,-8.004487895406783,-0.8347855806350708,1.5685013607144356,-7.801455192267895,1.2598600685596466,-1.4489216729998589,0.2030327031388879
0 days 00:00:04.759999,-2.0937504172325134,3.0175936222076416,-8.004327818751335,-0.8438490033149719,1.568897983059287,-7.803823547437787,1.2499014139175415,-1.4486956391483548,0.20050427131354814
0 days 00:00:04.760026,-2.0928032994270325,3.017911732196808,-8.004361029714346,-0.852912425994873,1.5692946054041386,-7.806191902607679,1.2398908734321594,-1.4486171267926693,0.19816912710666662
0 days 00:00:04.800004,-2.0920568704605103,3.018086552619934,-8.004455911616484,-0.8621765375137329,1.56954793818295,-7.808621928716699,1.2298803329467773,-1.448538614436984,0.1958339828997851
0 days 00:00:04.800024,-2.09102401137352,3.018258512020111,-8.004500428990772,-0.871440649032593,1.5698012709617615,-7.81105195482572,1.2195833623409271,-1.4484572410583496,0.19344847416505223
0 days 00:00:04.800029,-2.0899911522865295,3.018430471420288,-8.004544946365058,-0.8843839168548586,1.5698509092132251,-7.815158041814963,1.2056072354316711,-1.448579562207063,0.18938690455009544
0 days 00:00:04.840021,-2.0878506004810333,3.018825113773346,-8.004890189040452,-0.8962194919586182,1.5701232304175694,-7.819564854105313,1.1916311085224152,-1.4487018833557765,0.18532533493513867
0 days 00:00:04.840033,-2.0871474742889404,3.0186960697174072,-8.0049769859761,-0.9094924926757812,1.5698718652129173,-7.823713220655918,1.1776549816131592,-1.44882420450449,0.1812637653201819
0 days 00:00:04.880021,-2.0874223560094833,3.018442213535309,-8.004858162254095,-0.9227654933929443,1.5696205000082653,-7.827861587206523,1.164656862616539,-1.4488217135270436,0.17699657504757252
0 days 00:00:04.880024,-2.08820300300916,3.018329779307048,-8.004625851288438,-0.9365442593892415,1.56951055675745,-7.8318964665134745,1.1516587436199188,-1.4488192225495973,0.1727293847749631
0 days 00:00:04.899962,-2.08822629849116,3.018318216005961,-8.004497770220041,-0.9503230253855388,1.569400613506635,-7.835931345820427,1.1379032731056213,-1.448917602499326,0.1685664243996144
0 days 00:00:04.900043,-2.08824959397316,3.018306652704875,-8.004369689151645,-0.9601816790444511,1.5688556347574507,-7.839775121637753,1.1280679149287087,-1.449451017947424,0.16459456751389168
0 days 00:00:04.900075,-2.0886797110239663,3.0182487169901533,-8.004189473887285,-0.9704471542721703,1.568264283594631,-7.843566763259116,1.1182325567517961,-1.4499844333955219,0.160622710628169
0 days 00:00:04.920040,-2.090035816033681,3.018132170041402,-8.003737912202874,-0.9807126294998895,1.5676729324318113,-7.847358404880477,1.1093231865337918,-1.4504592376095908,0.15637950732239658
0 days 00:00:04.920051,-2.09099243581295,3.0178905725479126,-8.003557226620615,-0.9909781047276088,1.5670815812689918,-7.851150046501841,1.1000143310853412,-1.4508089912789208,0.1524071801187737
0 days 00:00:04.960011,-2.091410845518112,3.0179689526557922,-8.003529287874699,-1.0007053698812212,1.5668102077075414,-7.855094434959548,1.0907054756368908,-1.4511587449482508,0.1484348529151508
0 days 00:00:04.960024,-2.0914507110913596,3.018224438031514,-8.003554568315545,-1.0104326350348338,1.5665388341460909,-7.859038823417255,1.0810180760565258,-1.4516856038854236,0.1445157448982909
0 days 00:00:04.999963,-2.0917077163855238,3.0185062885284424,-8.003452851126593,-1.020377039909363,1.566293825705846,-7.862856214245161,1.0713306764761605,-1.4522124628225963,0.14059663688143098
0 days 00:00:05.000007,-2.0919647216796875,3.0187881390253706,-8.003351133937636,-1.0284241097314017,1.5655185338996707,-7.866838424688293,1.0635406119482858,-1.4532696051256997,0.13651270924934325
0 days 00:00:05.000056,-2.092462345957756,3.0188516974449158,-8.00322128366679,-1.0364711795534407,1.564743242093495,-7.870820635131428,1.0559911664043153,-1.4541084553514207,0.13240064853536238
0 days 00:00:05.040005,-2.093005031347275,3.0187224745750427,-8.003131169825792,-1.0445633104869296,1.563775168997901,-7.874842582004411,1.0484417208603451,-1.4549473055771418,0.12828858782138144
0 days 00:00:05.040023,-2.0930676658948264,3.018770257631938,-8.003064505755901,-1.052655441420419,1.5628070959023068,-7.878864528877394,1.0404122244744074,-1.4559631617296311,0.12419997687850681
0 days 00:00:05.080020,-2.092578003803889,3.019370158513387,-8.003091301769018,-1.0601952757154192,1.5623911406312672,-7.882979935833386,1.0323827280884696,-1.45697901788212,0.12011136593563218
0 days 00:00:05.080033,-2.0928478837013245,3.0192139744758606,-8.002966940402985,-1.0684946519987923,1.5612191004412517,-7.886944185410227,1.0243532317025321,-1.4579948740346091,0.11602275499275753
0 days 00:00:05.099964,-2.093037262558937,3.0189796090126038,-8.00283052586019,-1.0767940282821655,1.560047060251236,-7.890908434987068,1.0162432342767715,-1.4589325487613678,0.11192209087312224
0 days 00:00:05.100003,-2.0932266414165497,3.018745243549347,-8.002694111317396,-1.0833139845303128,1.558936472449984,-7.8948908395000865,1.0099126568862369,-1.459808771099363,0.10780327181730956
0 days 00:00:05.100065,-2.0933122436205545,3.0186599493026733,-8.002673428505659,-1.0898339407784599,1.5578258846487318,-7.898873244013105,1.0034783028420948,-1.4608340646539415,0.10380018449255402
0 days 00:00:05.120019,-2.0933583279450736,3.0190184116363525,-8.002593141049147,-1.0963143791471208,1.5571590534278323,-7.902796043881348,0.9970439487979526,-1.46185935820852,0.09979709716779847
0 days 00:00:05.120034,-2.09321407477061,3.0195198853810625,-8.002507131546736,-1.1026044800167991,1.5566352336179643,-7.906713121703693,0.9906095947538104,-1.4628846517630985,0.09579400984304293
0 days 00:00:05.160021,-2.0939192672570544,3.0195379654566445,-8.002078594639897,-1.1088945808864774,1.5561114138080958,-7.910630199526038,0.9850246863705772,-1.4634265516485487,0.09144839511385988
0 days 00:00:05.160022,-2.093870162963867,3.019919315973918,-8.002029883364836,-1.1151846817561557,1.555587593998228,-7.914547277348382,0.9786854812077113,-1.46433172197569,0.08748260601645425
0 days 00:00:05.199994,-2.0936538875102997,3.0203100442886353,-8.001905196035903,-1.121307611465454,1.555073151985804,-7.918388379116854,0.9723462760448456,-1.4652368923028312,0.0835168169190486
0 days 00:00:05.200012,-2.093437612056732,3.0207007726033526,-8.001780508706966,-1.1265844276973178,1.5548127918016341,-7.921803987806751,0.9668531843594143,-1.4658879808017187,0.07997652090021538
0 days 00:00:05.200065,-2.093387708067894,3.0210027098655696,-8.001551745459437,-1.1318612439291817,1.554552431617464,-7.9252195964966505,0.9615264641387122,-1.4664502782481057,0.07633214896278723
0 days 00:00:05.240009,-2.093445509672165,3.021475851535797,-8.00143662840128,-1.1372457657541548,1.5544632758413042,-7.928748851375921,0.9561997439180101,-1.467012575694493,0.07268777702535906
0 days 00:00:05.240032,-2.0933044056097665,3.0220271348953247,-8.001171638568243,-1.1426302875791277,1.5543741200651442,-7.932278106255191,0.9506741180306388,-1.4676530148301805,0.0688935323130517
0 days 00:00:05.279990,-2.0926114221413927,3.023084044456482,-8.000746908287207,-1.1474629299981254,1.5547905904906139,-7.935647620686463,0.9451484921432676,-1.468293453965868,0.06509928760074438
0 days 00:00:05.280039,-2.092736303806305,3.0229983031749725,-8.000422552227974,-1.1531134375504086,1.5540644100734167,-7.939117509339537,0.9396228662558963,-1.4689338931015559,0.06130504288843702
0 days 00:00:05.300004,-2.092803955078125,3.0229119062423706,-8.000126181170344,-1.1587639451026917,1.5533382296562195,-7.942587397992611,0.9340400099754333,-1.4695736765861511,0.05753878317773345
0 days 00:00:05.300010,-2.092871606349945,3.0228255093097687,-7.999829810112715,-1.1640563479491641,1.553081065416336,-7.945825570396015,0.9288152584007808,-1.4697444438934324,0.054004239716700174
0 days 00:00:05.300052,-2.0928704539934793,3.0228550036748247,-7.999604779606064,-1.1693487507956366,1.5528239011764526,-7.949063742799418,0.9235217031978427,-1.4700311024983723,0.05054103680664588
0 days 00:00:05.320018,-2.093880703051885,3.023101011912028,-7.999509210387866,-1.1756525550569807,1.5527832508087158,-7.952431376491274,0.9182281479949044,-1.470317761103312,0.04707783389659158
0 days 00:00:05.320050,-2.0951188802719116,3.0237922072410583,-7.999230058863759,-1.1821842874799455,1.5531877875328064,-7.9556154278772215,0.912934592791966,-1.470604419708252,0.043614630986537284
0 days 00:00:05.359997,-2.096599981188774,3.024265229701996,-7.99885861761868,-1.1887160199029105,1.553592324256897,-7.9587994792631696,0.9078839612858636,-1.4706729054450989,0.04005913835551055
0 days 00:00:05.360040,-2.0976178646087646,3.024251163005829,-7.998688163235784,-1.1947845348290036,1.553509771823883,-7.9621845175113,0.902833329779761,-1.4707413911819458,0.03650364572448383
0 days 00:00:05.400011,-2.0986338555812836,3.024252414703369,-7.99849636759609,-1.2008530497550964,1.5534272193908694,-7.96556955575943,0.8977808058261871,-1.4708251953125,0.03292681183665985
0 days 00:00:05.400015,-2.099649846553802,3.02425366640091,-7.998304571956396,-1.2052348293364046,1.5539453849196438,-7.968025508802384,0.8944150172173977,-1.470308281481266,0.030279063154011927
0 days 00:00:05.400055,-2.1006962060928345,3.02427488565445,-7.998142346739769,-1.209616608917713,1.554463550448418,-7.970481461845338,0.8910795971751213,-1.4698113352060318,0.027660884894430603
0 days 00:00:05.440006,-2.102082520723343,3.0246278047561646,-7.997920755296946,-1.214338343590498,1.5553134158253672,-7.972878048662096,0.8877441771328449,-1.4693143889307976,0.025042706634849272
0 days 00:00:05.440070,-2.1032439321279526,3.0251014828681946,-7.997554562985897,-1.2190600782632828,1.5561632812023163,-7.975274635478854,0.8841838538646698,-1.4689382016658783,0.02227992750704285
0 days 00:00:05.480003,-2.1042811274528503,3.0252904891967773,-7.997141640633345,-1.2236575968563557,1.5567284747958183,-7.977624492254108,0.8806235305964947,-1.468562014400959,0.019517148379236425
0 days 00:00:05.480004,-2.1051955968141556,3.025551915168762,-7.996901734732091,-1.2282551154494286,1.5572936683893204,-7.979974349029362,0.876940481364727,-1.4682582467794418,0.016927385702729194
0 days 00:00:05.500021,-2.1055711209774017,3.0256329377492266,-7.996721274529895,-1.2323136888444424,1.5576784585913022,-7.982383651503673,0.8732574321329594,-1.4679544791579247,0.01433762302622197
0 days 00:00:05.500029,-2.105915367603302,3.02580005923907,-7.996669829978297,-1.2363722622394562,1.5580632487932842,-7.984792953977982,0.8695431053638458,-1.4677368104457855,0.011876876000314923
0 days 00:00:05.500055,-2.1062596142292023,3.0259671807289124,-7.9966183854267,-1.2405584156513214,1.5590405315160751,-7.988083471544087,0.8657011985778809,-1.4669266492128372,0.00853491388261314
0 days 00:00:05.520022,-2.1075507402420044,3.026712507009506,-7.9965694840066135,-1.2456914484500885,1.5605960190296169,-7.991376532241702,0.8618592917919159,-1.466116487979889,0.0051929517649113716
0 days 00:00:05.520037,-2.1089355647563934,3.027558088302612,-7.996279302984476,-1.2509181797504425,1.5622517615556712,-7.9944283133372664,0.8580173850059509,-1.4653063267469406,0.0018509896472096027
0 days 00:00:05.560019,-2.1105280965566635,3.0282028913497925,-7.995851702988148,-1.2561449110507965,1.5639075040817259,-7.997480094432831,0.854383185505867,-1.4642953872680664,-0.0016283914446831027
0 days 00:00:05.560044,-2.1114543080329895,3.028370678424835,-7.9955628626048565,-1.2607053220272064,1.5650862306356428,-8.000670635141432,0.8507489860057831,-1.4632844477891924,-0.005107772536575798
0 days 00:00:05.600023,-2.1124115586280823,3.0285118222236633,-7.995317051187158,-1.2652657330036163,1.56626495718956,-8.003861175850034,0.8471458256244659,-1.4622468650341034,-0.00854412466287615
0 days 00:00:05.600040,-2.113368809223175,3.0286529660224915,-7.995071239769459,-1.268933879477637,1.566432182277952,-8.007153462855578,0.8444349297455378,-1.4622207837445396,-0.012082223086118997
0 days 00:00:05.600043,-2.1142998933792114,3.0288056135177612,-7.994791641831398,-1.272602025951658,1.5665994073663438,-8.010445749861121,0.8416978674275534,-1.4622062061514174,-0.01565410802972375
0 days 00:00:05.639998,-2.115559935569763,3.0293849110603333,-7.994549714028835,-1.2765991304601942,1.5671932825020383,-8.013775707002164,0.8389608051095689,-1.462191628558295,-0.019225992973328502
0 days 00:00:05.640047,-2.116611734032631,3.0301185846328735,-7.994415687397122,-1.28059623496873,1.5677871576377325,-8.017105664143205,0.8360154990639006,-1.462331426995141,-0.0226899767460834
0 days 00:00:05.680002,-2.1176027953624725,3.0305449962615967,-7.994191538542509,-1.2845326023442405,1.5680737708296095,-8.020345499061348,0.833070193018232,-1.4624712254319872,-0.0261539605188383
