direction,PE,PE,PE,PE,PE,PN,PN,PN,PN,PN,PD,PD,PD,PD,PD
log_diff,37,39,54,80,95,37,39,54,80,95,37,39,54,80,95
timestamp,,,,,,,,,,,,,,,
0 days 00:00:18.999982,-4.795344638824463,5.794868850708008,-1.7020385265350342,1.5366122364997863,-0.3190197348594665,15.493441390991212,-20.25023994445801,-0.9495819807052612,-4.808987808227539,-0.0890550762414932,-1.1945422649383546,-4.640710353851318,-4.658398151397705,-3.6226996898651125,-0.10939929702065207
0 days 00:00:19.000001,-4.796295833587647,5.798393440246582,-1.70444052418073,1.5390516519546509,-0.3190197348594665,15.491618347167968,-20.27700119018555,-0.948494960864385,-4.816078186035156,-0.0890550762414932,-1.1955874204635621,-4.640735626220703,-4.658373912175496,-3.6228108406066895,-0.10959895090623335
0 days 00:00:19.000010,-4.79724702835083,5.801918029785156,-1.7068425218264263,1.5423039538519723,-0.3190197348594665,15.489795303344726,-20.30376243591309,-0.9474079410235087,-4.826156752450125,-0.0890550762414932,-1.1966325759887695,-4.640760898590088,-4.658349672953288,-3.6227612495422363,-0.10979860479181462
0 days 00:00:19.000064,-4.798198223114014,5.807538032531738,-1.7092445194721222,1.5455562557492937,-0.3190197348594665,15.487972259521484,-20.34851455688477,-0.9463209211826324,-4.836235318865095,-0.0890550762414932,-1.197677731513977,-4.640926996866862,-4.658325433731079,-3.622711658477783,-0.10999825867739589
0 days 00:00:19.039987,-4.827345848083496,5.81315803527832,-1.7116465171178181,1.548808557646615,-0.3190197348594665,15.505332946777344,-20.393266677856445,-0.9452339013417561,-4.846313885280064,-0.0890550762414932,-1.2005746364593506,-4.641093095143636,-4.65830119450887,-3.62266206741333,-0.11019791256297716
0 days 00:00:19.040033,-4.844532489776611,5.818778038024902,-1.7140485147635143,1.5520608595439367,-0.3190197348594665,15.515767574310303,-20.438018798828125,-0.9441468815008799,-4.856392451695034,-0.0890550762414932,-1.201785922050476,-4.64125919342041,-4.658276955286662,-3.622612476348877,-0.11039756644855844
0 days 00:00:19.080019,-4.861719131469727,5.828776597976685,-1.7164505124092102,1.555313161441258,-0.3190197348594665,15.526202201843262,-20.502554893493652,-0.9430598616600037,-4.866471018110003,-0.0890550762414932,-1.2029972076416016,-4.641771078109741,-4.658252716064453,-3.622562885284424,-0.11059722033413971
0 days 00:00:19.080046,-4.864412021636963,5.838775157928467,-1.7188525100549061,1.5585654633385795,-0.3190197348594665,15.527021026611328,-20.56709098815918,-0.9419728418191273,-4.876549584524972,-0.0890550762414932,-1.2033095836639405,-4.642282962799072,-4.658228476842244,-3.6225132942199707,-0.11079687421972098
0 days 00:00:19.099997,-4.8671049118042,5.845238924026489,-1.7212545077006023,1.5618177652359009,-0.3190197348594665,15.527839851379394,-20.597872734069824,-0.9408858219782511,-4.886628150939941,-0.0890550762414932,-1.2036219596862794,-4.642484903335571,-4.658204237620036,-3.6224637031555176,-0.11099652810530225
0 days 00:00:19.100001,-4.869797801971435,5.851702690124512,-1.7236565053462982,1.563944806655248,-0.3190197348594665,15.528658676147462,-20.62865447998047,-0.9397988021373748,-4.892411748568217,-0.0890550762414932,-1.203934335708618,-4.64268684387207,-4.658179998397827,-3.6223479509353638,-0.11119618199088353
0 days 00:00:19.100017,-4.872490692138672,5.8536906242370605,-1.7260585029919941,1.5660718480745952,-0.3190197348594665,15.529477500915528,-20.645287036895752,-0.9387117822964985,-4.898195346196492,-0.0890550762414932,-1.204246711730957,-4.642670154571533,-4.658155759175618,-3.62223219871521,-0.1113958358764648
0 days 00:00:19.100061,-4.875183582305908,5.855678558349609,-1.7284605006376903,1.5681988894939423,-0.32135687555585585,15.530296325683594,-20.661919593811035,-0.9376247624556222,-4.903978943824768,-0.09223561414650505,-1.204559087753296,-4.642653465270996,-4.65813151995341,-3.622116446495056,-0.11191938604627333
0 days 00:00:19.100079,-4.879994551340739,5.857666492462158,-1.7308624982833862,1.5703259309132893,-0.3236940162522452,15.532445271809896,-20.67855215072632,-0.936537742614746,-4.909762541453044,-0.09541615205151692,-1.2044697999954224,-4.642636775970459,-4.658107280731201,-3.6220006942749023,-0.11244293621608185
0 days 00:00:19.120020,-4.884805520375569,5.859654426574707,-1.7349717276436942,1.5724529723326366,-0.32603115694863455,15.534594217936197,-20.6951847076416,-0.9344776783670697,-4.915546139081319,-0.09859668995652877,-1.2043805122375488,-4.642620086669922,-4.658216272081647,-3.6218849420547485,-0.11296648638589038
0 days 00:00:19.120052,-4.8896164894104,5.871665000915527,-1.7390809570040022,1.5745800137519836,-0.32836829764502384,15.5367431640625,-20.757418632507324,-0.9324176141193934,-4.921329736709595,-0.10177722786154063,-1.2042912244796753,-4.643373727798462,-4.658325263432094,-3.6217691898345947,-0.11349003655569892
0 days 00:00:19.160001,-4.895478963851929,5.883675575256348,-1.7431901863643102,1.5767070551713307,-0.3307054383414132,15.53097915649414,-20.819652557373047,-0.9303575498717171,-4.927113334337871,-0.1049577657665525,-1.2043923139572144,-4.644127368927002,-4.658434254782541,-3.621653437614441,-0.11401358672550745
0 days 00:00:19.160054,-4.901341438293457,5.8900736172993975,-1.747299415724618,1.578834096590678,-0.33304257903780254,15.52521514892578,-20.86484209696452,-0.9282974856240408,-4.9328969319661455,-0.10813830367156435,-1.2044934034347534,-4.64430570602417,-4.658543246132987,-3.621537685394287,-0.11453713689531597
0 days 00:00:19.199933,-4.901317882537842,5.896471659342448,-1.751408645084926,1.580961138010025,-0.3353797197341919,15.519262313842772,-20.91003163655599,-0.9262374213763646,-4.938680529594421,-0.1113188415765762,-1.2046177387237549,-4.644484043121338,-4.658652237483433,-3.6214219331741333,-0.1150606870651245
0 days 00:00:19.200006,-4.901294326782226,5.902869701385498,-1.755517874445234,1.583088179429372,-0.3353797197341919,15.513309478759764,-20.95522117614746,-0.9241773571286882,-4.944464127222697,-0.1113188415765762,-1.2047420740127563,-4.644662380218506,-4.65876122883388,-3.6213061809539795,-0.11546272701687281
0 days 00:00:19.200008,-4.901270771026612,5.9075528383255005,-1.759627103805542,1.5852152208487194,-0.3353797197341919,15.507356643676758,-20.989197254180908,-0.922117292881012,-4.950247724850972,-0.1113188415765762,-1.2048664093017578,-4.644825220108032,-4.658870220184326,-3.6211904287338257,-0.11586476696862112
0 days 00:00:19.200056,-4.901247215270996,5.912235975265503,-1.7627918985154893,1.5873422622680664,-0.3353797197341919,15.50140380859375,-21.023173332214355,-0.9204866025182936,-4.956031322479248,-0.1113188415765762,-1.2049907445907593,-4.644988059997559,-4.658986568450928,-3.621074676513672,-0.11626680692036943
0 days 00:00:19.200076,-4.901223659515381,5.916919112205505,-1.7659566932254367,1.5900432533688016,-0.3353797197341919,15.495450973510742,-21.057149410247803,-0.9188559121555753,-4.964017815060085,-0.1113188415765762,-1.2051150798797607,-4.645150899887085,-4.659102916717529,-3.620625760820177,-0.11666884687211775
0 days 00:00:19.239996,-4.914443492889404,5.921602249145508,-1.769121487935384,1.5927442444695368,-0.3353797197341919,15.496235370635986,-21.09112548828125,-0.9172252217928568,-4.9720043076409235,-0.1113188415765762,-1.2050305008888245,-4.645313739776611,-4.659219264984131,-3.620176845126682,-0.11707088682386606
0 days 00:00:19.240029,-4.927663326263428,5.928650856018066,-1.7722862826453314,1.5954452355702717,-0.3353797197341919,15.49701976776123,-21.135719935099285,-0.9155945314301385,-4.979990800221761,-0.1113188415765762,-1.2049459218978882,-4.645709196726481,-4.659335613250732,-3.619727929433187,-0.11747292677561437
0 days 00:00:19.280001,-4.9584641456604,5.935699462890625,-1.775451077355279,1.598146226671007,-0.3353797197341919,15.501734733581545,-21.180314381917317,-0.9139638410674201,-4.987977292802599,-0.1113188415765762,-1.2056846618652344,-4.646104653676351,-4.659451961517334,-3.6192790137396917,-0.11787496672736268
0 days 00:00:19.280042,-4.9602104028066,5.942748069763184,-1.7786158720652263,1.600847217771742,-0.3353797197341919,15.500881989796959,-21.22490882873535,-0.9123331507047018,-4.995963785383436,-0.1113188415765762,-1.2058305740356445,-4.646500110626221,-4.6595683097839355,-3.618830098046197,-0.118277006679111
0 days 00:00:19.299965,-4.9619566599528,5.949300289154053,-1.7817806667751737,1.6035482088724773,-0.3353797197341919,15.500029246012371,-21.257667541503906,-0.9107024603419833,-5.003950277964274,-0.1113188415765762,-1.2059764862060547,-4.64697265625,-4.659684658050537,-3.6183811823527017,-0.1186790466308593
0 days 00:00:19.300001,-4.963702917098999,5.955852508544922,-1.784945461485121,1.6062491999732122,-0.33628860778278774,15.499176502227783,-21.29042625427246,-0.909071769979265,-5.011936770545112,-0.11255571825636755,-1.2061223983764648,-4.647445201873779,-4.659801006317139,-3.617932266659207,-0.11898507012261278
0 days 00:00:19.300015,-4.965449174245198,5.957621765136719,-1.7881102561950684,1.6089501910739474,-0.3371974958313836,15.498323758443197,-21.304125213623045,-0.9074410796165466,-5.01992326312595,-0.1137925949361589,-1.2062683105468748,-4.647409248352051,-4.65991735458374,-3.6174833509657116,-0.11929109361436625
0 days 00:00:19.300030,-4.967195431391398,5.959391021728516,-1.7910571545362473,1.6116511821746826,-0.33810638387997943,15.497471014658611,-21.317824172973634,-0.9052566438913345,-5.027909755706787,-0.11502947161595024,-1.206414222717285,-4.647373294830322,-4.6599525809288025,-3.617034435272217,-0.11959711710611974
0 days 00:00:19.300036,-4.968941688537598,5.961160278320312,-1.7940040528774261,1.614311933517456,-0.3390152719285753,15.496618270874023,-21.331523132324218,-0.9030722081661224,-5.03499116897583,-0.11626634829574159,-1.206560134887695,-4.647337341308594,-4.659987807273865,-3.6166220188140867,-0.11990314059787321
0 days 00:00:19.320021,-4.981072425842285,5.962929534912109,-1.796950951218605,1.6169726848602295,-0.3399241599771711,15.498433113098145,-21.345222091674806,-0.9008877724409103,-5.042072582244873,-0.11750322497553292,-1.2055907249450684,-4.647301387786865,-4.660023033618927,-3.616209602355957,-0.12020916408962669
0 days 00:00:19.320042,-4.9824066162109375,5.964698791503906,-1.799897849559784,1.619633436203003,-0.34083304802576697,15.491244316101074,-21.35892105102539,-0.8987033367156982,-5.049153995513916,-0.11874010165532427,-1.205524722735087,-4.647265434265137,-4.660058259963989,-3.615797185897827,-0.12051518758138016
0 days 00:00:19.360032,-4.98374080657959,5.989504337310791,-1.8028447479009628,1.6222941875457764,-0.3417419360743628,15.484055519104004,-21.490657806396484,-0.8965189009904861,-5.056235408782959,-0.11997697833511561,-1.2054587205251057,-4.648731231689453,-4.6600934863090515,-3.6153847694396974,-0.12082121107313365
0 days 00:00:19.360054,-4.985074996948242,5.994703531265259,-1.8057916462421417,1.6249549388885498,-0.34265082412295866,15.476866722106934,-21.525917530059814,-0.894334465265274,-5.063316822052002,-0.12121385501490696,-1.2053927183151243,-4.648838639259338,-4.660128712654114,-3.6149723529815674,-0.12112723456488712
0 days 00:00:19.399942,-4.9825509786605835,5.999902725219727,-1.8087385445833206,1.6276156902313232,-0.3435597121715545,15.466857194900513,-21.561177253723145,-0.892150029540062,-5.070398235321045,-0.1224507316946983,-1.2056135237216947,-4.648946046829224,-4.660163938999176,-3.6145599365234373,-0.1214332580566406
0 days 00:00:19.399974,-4.980026960372925,6.005101919174194,-1.8116854429244995,1.6302764415740967,-0.3435597121715545,15.456847667694092,-21.596436977386475,-0.8899655938148499,-5.077479648590088,-0.1224507316946983,-1.2058343291282654,-4.649053454399109,-4.660199165344238,-3.6141475200653077,-0.12149140569898814
0 days 00:00:19.400004,-4.977502942085266,6.010301113128662,-1.8140719599193997,1.6329371929168701,-0.3435597121715545,15.446838140487671,-21.631696701049805,-0.8879945410622491,-5.084561061859131,-0.1224507316946983,-1.2060551345348358,-4.649160861968994,-4.660291088951959,-3.6137351036071776,-0.12154955334133569
0 days 00:00:19.400047,-4.974978923797607,6.017088890075684,-1.8164584769143,1.6355979442596436,-0.3435597121715545,15.43682861328125,-21.679478963216145,-0.8860234883096483,-5.0916424751281735,-0.1224507316946983,-1.2062759399414062,-4.64936367670695,-4.660383012559679,-3.613322687149048,-0.12160770098368323
0 days 00:00:19.400087,-4.980806350708008,6.023876667022705,-1.8188449939092,1.638258695602417,-0.3435597121715545,15.434125582377115,-21.727261225382488,-0.8840524355570475,-5.098723888397217,-0.1224507316946983,-1.2060630321502686,-4.649566491444905,-4.660474936167399,-3.612910270690918,-0.12166584862603078
0 days 00:00:19.440007,-4.986633777618408,6.030664443969727,-1.8212315109041002,1.6414623260498047,-0.3435597121715545,15.431422551472982,-21.775043487548828,-0.8820813828044467,-5.106730831993951,-0.1224507316946983,-1.2058501243591309,-4.649769306182861,-4.66056685977512,-3.6124403211805554,-0.12172399626837832
0 days 00:00:19.440028,-4.992461204528809,6.042018413543701,-1.8236180278990004,1.6446659564971924,-0.3435597121715545,15.428719520568848,-21.84500503540039,-0.880110330051846,-5.114737775590685,-0.1224507316946983,-1.2056372165679932,-4.650822877883911,-4.660658783382839,-3.611970371670193,-0.12178214391072587
0 days 00:00:19.479983,-5.003285646438599,6.053372383117676,-1.8260045448939006,1.64786958694458,-0.3435597121715545,15.426554679870605,-21.914966583251957,-0.8781392772992452,-5.122744719187419,-0.1224507316946983,-1.205549418926239,-4.651876449584961,-4.66075070699056,-3.6115004221598306,-0.12184029155307341
0 days 00:00:19.480000,-5.014110088348389,6.056726813316345,-1.8283910618888006,1.6510732173919678,-0.3435597121715545,15.424389839172363,-21.93146085739136,-0.8761682245466444,-5.130751662784153,-0.1224507316946983,-1.2054616212844849,-4.652348875999451,-4.66084263059828,-3.611030472649468,-0.12189843919542095
0 days 00:00:19.499933,-5.015233993530273,6.060081243515015,-1.8307775788837009,1.6542768478393555,-0.3435597121715545,15.421928882598877,-21.94795513153076,-0.8741971717940437,-5.138758606380886,-0.1224507316946983,-1.2055763900279999,-4.65282130241394,-4.660934554206,-3.610560523139106,-0.1219565868377685
0 days 00:00:19.499937,-5.016357898712158,6.063435673713684,-1.833164095878601,1.6574804782867432,-0.3456047102808952,15.41946792602539,-21.964449405670166,-0.8722261190414429,-5.14676554997762,-0.12384221795946357,-1.205691158771515,-4.65329372882843,-4.661026477813721,-3.610090573628743,-0.12196758389472956
0 days 00:00:19.500050,-5.017481803894043,6.0667901039123535,-1.8350673019886017,1.6606841087341309,-0.34764970839023585,15.417006969451904,-21.98094367980957,-0.8699986934661865,-5.154772493574354,-0.12523370422422883,-1.20580592751503,-4.65376615524292,-4.661210715770721,-3.6096206241183806,-0.12197858095169062
0 days 00:00:19.500053,-5.018605709075928,6.069302320480347,-1.8369705080986023,1.6638877391815186,-0.3496947064995765,15.414546012878418,-21.999125480651855,-0.8677712678909302,-5.162779437171088,-0.1266251904889941,-1.205920696258545,-4.653945088386536,-4.661394953727722,-3.6091506746080184,-0.12198957800865169
0 days 00:00:19.500100,-5.029209136962891,6.07181453704834,-1.838873714208603,1.6670913696289062,-0.35173970460891724,15.419549942016602,-22.01730728149414,-0.8655438423156738,-5.170786380767822,-0.12801667675375936,-1.2054023146629333,-4.654124021530151,-4.661579191684723,-3.608680725097656,-0.12200057506561275
0 days 00:00:19.520020,-5.0398125648498535,6.074326753616333,-1.8407769203186035,1.6713001387459892,-0.3537847027182579,15.424553871154783,-22.035489082336426,-0.8633164167404175,-5.180882726396833,-0.12940816301852462,-1.2048839330673218,-4.654302954673767,-4.661763429641724,-3.6082661492483954,-0.12201157212257381
0 days 00:00:19.520030,-5.036211967468262,6.076838970184326,-1.8426801264286041,1.675508907863072,-0.35582970082759857,15.409921169281006,-22.05367088317871,-0.8610889911651611,-5.190979072025844,-0.13079964928328988,-1.204841434955597,-4.654481887817383,-4.661947667598724,-3.6078515733991345,-0.12202256917953488
0 days 00:00:19.560019,-5.03261137008667,6.103174686431885,-1.8445833325386047,1.679717676980155,-0.35787469893693924,15.395288467407228,-22.194812774658203,-0.8588615655899048,-5.201075417654855,-0.13219113554805514,-1.204798936843872,-4.659195423126221,-4.662131905555725,-3.607436997549874,-0.12203356623649594
0 days 00:00:19.599936,-5.028300762176514,6.110693136850993,-1.8464865386486053,1.6839264460972376,-0.3599196970462799,15.386051750183107,-22.243384679158527,-0.8566341400146484,-5.211171763283866,-0.1335826218128204,-1.2050891876220704,-4.660329818725586,-4.662316143512726,-3.6070224217006137,-0.122044563293457
0 days 00:00:19.599940,-5.023990154266357,6.118211587270101,-1.848389744758606,1.6881352152143205,-0.3599196970462799,15.376815032958985,-22.291956583658855,-0.8544067144393921,-5.221268108912876,-0.1335826218128204,-1.2053794384002685,-4.661464214324951,-4.662500381469727,-3.6066078458513533,-0.1220518350601196
0 days 00:00:19.600042,-5.019679546356201,6.125730037689209,-1.8498830530378554,1.6923439843314034,-0.3599196970462799,15.367578315734862,-22.34052848815918,-0.8525116311179267,-5.231364454541888,-0.1335826218128204,-1.2056696891784668,-4.662598609924316,-4.662564118703206,-3.6061932700020924,-0.1220591068267822
0 days 00:00:19.600047,-5.015368938446045,6.133179823557536,-1.8513763613171048,1.6965527534484863,-0.3599196970462799,15.35834159851074,-22.390406290690105,-0.8506165477964613,-5.241460800170898,-0.1335826218128204,-1.205959939956665,-4.6637223561604815,-4.6626278559366865,-3.605778694152832,-0.1220663785934448
0 days 00:00:19.600053,-5.011058330535889,6.140629609425862,-1.852869669596354,1.6999617516994476,-0.3599196970462799,15.34910488128662,-22.44028409322103,-0.848721464474996,-5.250311613082886,-0.1335826218128204,-1.2062501907348633,-4.664846102396647,-4.662691593170166,-3.605526030063629,-0.1220736503601074
0 days 00:00:19.640000,-5.014289617538452,6.1480793952941895,-1.8543629778756034,1.703370749950409,-0.3599196970462799,15.341330528259277,-22.490161895751957,-0.8468263811535306,-5.259162425994873,-0.1335826218128204,-1.2063321471214294,-4.6659698486328125,-4.6627553304036455,-3.6052733659744263,-0.12208092212677
0 days 00:00:19.640029,-5.017520904541016,6.160422086715698,-1.8558562861548529,1.7067797482013702,-0.3599196970462799,15.333556175231934,-22.5632381439209,-0.8449312978320651,-5.26801323890686,-0.1335826218128204,-1.2064141035079956,-4.667954683303833,-4.662819067637126,-3.6050207018852234,-0.1220881938934326
0 days 00:00:19.680001,-5.023435831069946,6.172764778137207,-1.8573495944341023,1.7101887464523315,-0.3599196970462799,15.328338623046875,-22.636314392089844,-0.8430362145105997,-5.276864051818848,-0.1335826218128204,-1.2067685723304749,-4.6699395179748535,-4.6628828048706055,-3.6047680377960205,-0.1220954656600952
0 days 00:00:19.680069,-5.029350757598877,6.1751376787821455,-1.8588429027133515,1.7135977447032928,-0.3599196970462799,15.323121070861816,-22.647885004679363,-0.8411411311891344,-5.285714864730835,-0.1335826218128204,-1.207123041152954,-4.670345624287924,-4.662946542104085,-3.6045153737068176,-0.1221027374267578
0 days 00:00:19.699937,-5.029071569442749,6.177510579427083,-1.860336210992601,1.7170067429542542,-0.3599196970462799,15.319932460784912,-22.659455617268883,-0.839246047867669,-5.294565677642822,-0.1335826218128204,-1.2073645293712616,-4.670751730600993,-4.663010279337565,-3.6042627096176147,-0.1221100091934204
0 days 00:00:19.699957,-5.028792381286621,6.1798834800720215,-1.8618295192718504,1.7204157412052155,-0.36082858509487575,15.316743850708008,-22.6710262298584,-0.8373509645462036,-5.30341649055481,-0.13481949766476947,-1.207606017589569,-4.6711578369140625,-4.663074016571045,-3.604010045528412,-0.1222198274400499
0 days 00:00:19.700030,-5.028513193130493,6.18225638071696,-1.8627507686614988,1.7238247394561768,-0.3617374731434716,15.313555240631104,-22.682596842447918,-0.8356457948684692,-5.312267303466797,-0.1360563735167185,-1.2078475058078766,-4.671563943227133,-4.663531064987183,-3.603757381439209,-0.1223296456866794
0 days 00:00:19.700032,-5.028234004974365,6.1846292813618975,-1.8636720180511472,1.7272639721632004,-0.36264636119206745,15.3103666305542,-22.694167455037437,-0.8339406251907349,-5.3209744691848755,-0.13729324936866757,-1.208088994026184,-4.671970049540203,-4.66398811340332,-3.6036033034324646,-0.1224394639333089
0 days 00:00:19.700037,-5.030892848968506,6.187002182006836,-1.8645932674407957,1.730703204870224,-0.3635552492406633,15.308095932006836,-22.705738067626957,-0.8322354555130005,-5.329681634902954,-0.13853012522061664,-1.2076148986816406,-4.672376155853272,-4.664445161819458,-3.60344922542572,-0.12254928217993839
0 days 00:00:19.719994,-5.033551692962647,6.19270396232605,-1.8655145168304441,1.7341424375772476,-0.3644641372892592,15.305825233459473,-22.74424457550049,-0.8305302858352661,-5.338388800621033,-0.13976700107256568,-1.2071408033370972,-4.673106670379639,-4.664902210235596,-3.603295147418976,-0.1226591004265679
0 days 00:00:19.720005,-5.02737832069397,6.198405742645264,-1.8664357662200928,1.7375816702842712,-0.36537302533785504,15.289193153381348,-22.782751083374023,-0.8288251161575317,-5.347095966339111,-0.14100387692451474,-1.2069380283355713,-4.673837184906006,-4.665359258651733,-3.6031410694122314,-0.12276891867319739
0 days 00:00:19.760025,-5.021204948425293,6.212311267852783,-1.8673570156097412,1.7410209029912946,-0.3662819133864509,15.272561073303224,-22.855721473693848,-0.8271199464797974,-5.35580313205719,-0.1422407527764638,-1.2067352533340454,-4.676809310913086,-4.665816307067871,-3.602986991405487,-0.1228787369198269
0 days 00:00:19.760030,-5.0159375190734865,6.226216793060303,-1.8682782649993896,1.7444601356983183,-0.36719080143504673,15.262853240966798,-22.928691864013672,-0.825414776802063,-5.3645102977752686,-0.14347762862841285,-1.206882691383362,-4.679781436920166,-4.666273355484009,-3.6028329133987427,-0.12298855516645639
0 days 00:00:19.799978,-5.01067008972168,6.2311114311218265,-1.869199514389038,1.7478993684053419,-0.3680996894836426,15.253145408630372,-22.958957290649415,-0.8237096071243286,-5.373217463493347,-0.1447145044803619,-1.2070301294326782,-4.680775928497314,-4.6667304039001465,-3.6026788353919983,-0.1230983734130859
0 days 00:00:19.799991,-5.005402660369873,6.236006069183349,-1.8701207637786865,1.7513386011123655,-0.3680996894836426,15.243437576293946,-22.989222717285156,-0.8220044374465942,-5.381924629211426,-0.1447145044803619,-1.2071775674819947,-4.6817704200744625,-4.667187452316284,-3.602524757385254,-0.12349409527248802
0 days 00:00:19.800003,-5.000135231018066,6.240900707244873,-1.871042013168335,1.7538289666175841,-0.3680996894836426,15.23372974395752,-23.0194881439209,-0.8202992677688599,-5.388914442062378,-0.1447145044803619,-1.207325005531311,-4.682764911651612,-4.667644500732422,-3.602315330505371,-0.12388981713189014
0 days 00:00:19.800012,-4.99486780166626,6.245795345306396,-1.8722505122423172,1.7563193321228026,-0.3680996894836426,15.224021911621094,-23.04975357055664,-0.8183498457074165,-5.39590425491333,-0.1447145044803619,-1.2074724435806274,-4.68375940322876,-4.668371856212616,-3.602105903625488,-0.12428553899129226
0 days 00:00:19.800037,-4.995029290517171,6.25068998336792,-1.8734590113162994,1.758809697628021,-0.3680996894836426,15.217323303222656,-23.080018997192383,-0.8164004236459732,-5.402894067764282,-0.1447145044803619,-1.2073066631952922,-4.684753894805908,-4.66909921169281,-3.6018964767456056,-0.12468126085069438
0 days 00:00:19.840030,-4.995190779368083,6.274539470672607,-1.8746675103902817,1.7613000631332396,-0.3680996894836426,15.210624694824217,-23.23363304138184,-0.8144510015845299,-5.409883880615235,-0.1447145044803619,-1.2071408828099568,-4.690267562866211,-4.669826567173004,-3.6016870498657227,-0.1250769827100965
0 days 00:00:19.840075,-4.995352268218994,6.286750078201294,-1.875876009464264,1.7637904286384583,-0.3680996894836426,15.20392608642578,-23.31140422821045,-0.8125015795230865,-5.4168736934661865,-0.1447145044803619,-1.2069751024246216,-4.693197727203369,-4.670553922653198,-3.60147762298584,-0.12547270456949863
0 days 00:00:19.880004,-4.997907876968384,6.2989606857299805,-1.8770845085382462,1.7662807941436767,-0.3680996894836426,15.195878505706785,-23.389175415039062,-0.8105521574616432,-5.423863506317138,-0.1447145044803619,-1.2068679928779602,-4.696127891540527,-4.671281278133392,-3.601268196105957,-0.12586842642890075
0 days 00:00:19.880060,-5.000463485717773,6.3011049429575605,-1.8782930076122284,1.768771159648895,-0.3680996894836426,15.187830924987791,-23.40156904856364,-0.8086027354001999,-5.430853319168091,-0.1447145044803619,-1.2067608833312988,-4.696706851323445,-4.672008633613586,-3.601058769226074,-0.12626414828830287
0 days 00:00:19.899936,-4.999863862991333,6.30324920018514,-1.8795015066862106,1.7712615251541137,-0.3680996894836426,15.18435502052307,-23.413962682088215,-0.8066533133387566,-5.437843132019043,-0.1447145044803619,-1.2068075835704803,-4.697285811106364,-4.6727359890937805,-3.6008493423461916,-0.126659870147705
0 days 00:00:19.899980,-4.999264240264893,6.30539345741272,-1.8807100057601929,1.7737518906593324,-0.3694630215565364,15.18087911605835,-23.426356315612793,-0.8047038912773132,-5.4448329448699955,-0.1465698182582855,-1.2068542838096619,-4.697864770889282,-4.673463344573975,-3.6006399154663087,-0.12698661287625623
0 days 00:00:19.899994,-4.998664617538452,6.3075377146403,-1.8815173745155334,1.7762422561645508,-0.3708263536294301,15.177403211593628,-23.43874994913737,-0.8031424701213836,-5.451822757720947,-0.14842513203620908,-1.2069009840488434,-4.6984437306722,-4.673713350296021,-3.600430488586426,-0.12731335560480747
0 days 00:00:19.900016,-4.998064994812012,6.309681971867879,-1.882324743270874,1.780129381588527,-0.3721896857023239,15.173927307128906,-23.451143582661945,-0.8015810489654541,-5.461704390389579,-0.15028044581413266,-1.206947684288025,-4.699022690455119,-4.673963356018066,-3.600125483104161,-0.1276400983333587
0 days 00:00:19.900036,-4.9987490971883135,6.311826229095459,-1.8831321120262146,1.7840165070125036,-0.3735530177752177,15.17145029703776,-23.463537216186523,-0.8000196278095245,-5.47158602305821,-0.15213575959205625,-1.206693212191264,-4.699601650238037,-4.6742133617401125,-3.599820477621896,-0.12796684106190992
0 days 00:00:19.920003,-4.999433199564616,6.32473087310791,-1.883939480781555,1.7879036324364799,-0.37491634984811145,15.168973286946615,-23.54033088684082,-0.798458206653595,-5.481467655726841,-0.15399107336997983,-1.2064387400945027,-4.702884197235107,-4.674463367462158,-3.599515472139631,-0.12829358379046116
0 days 00:00:19.920049,-5.000117301940918,6.332596143086751,-1.8847468495368958,1.7917907578604562,-0.37627968192100525,15.166496276855469,-23.593374252319336,-0.7968967854976654,-5.491349288395473,-0.1558463871479034,-1.2061842679977417,-4.705161730448405,-4.674713373184204,-3.5992104666573663,-0.1286203265190124
0 days 00:00:19.959988,-4.98421573638916,6.340461413065593,-1.8855542182922362,1.7956778832844325,-0.37764301399389905,15.13072109222412,-23.64641761779785,-0.7953353643417358,-5.501230921064105,-0.15770170092582697,-1.2060319185256958,-4.707439263661702,-4.67496337890625,-3.5989054611751015,-0.12894706924756363
0 days 00:00:19.960031,-4.974740346272786,6.348326683044434,-1.8863615870475767,1.799565008708409,-0.3790063460667928,15.114194552103676,-23.699460983276367,-0.7937739431858063,-5.511112553732736,-0.15955701470375055,-1.2062933444976807,-4.709716796875,-4.675213384628296,-3.5986004556928366,-0.12927381197611487
0 days 00:00:20.000014,-4.965264956156413,6.352908611297607,-1.8871689558029172,1.8034521341323853,-0.3803696781396866,15.097668011983234,-23.731282806396486,-0.7922125220298767,-5.520994186401367,-0.16141232848167414,-1.2065547704696655,-4.711111068725586,-4.675463390350342,-3.5982954502105717,-0.12960055470466608
0 days 00:00:20.000016,-4.955789566040039,6.357490539550781,-1.887976324558258,1.8058248559633892,-0.3817330102125804,15.081141471862791,-23.763104629516604,-0.7906511008739472,-5.526810129483541,-0.16326764225959772,-1.2068161964416504,-4.712505340576172,-4.675713396072387,-3.5980614821116133,-0.12992729743321732
0 days 00:00:20.000026,-4.954924941062927,6.362072467803955,-1.8887836933135984,1.8081975777943928,-0.3830963422854741,15.075143337249754,-23.79492645263672,-0.7890896797180176,-5.532626072565715,-0.1651229560375213,-1.2067416608333588,-4.713899612426758,-4.675963401794434,-3.597827514012655,-0.13025404016176856
