timestamp,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
1665697324.46316695,39405900,0.0,0.58,0.0,-1.24,67.02,67.01,0.0,0.07,3
1665697324.56269097,39505424,0.0,0.58,0.0,-1.24,67.02,66.99,0.0,0.07,3
1665697324.66277289,39605506,0.0,0.58,0.0,-1.24,67.02,66.97,0.0,0.07,3
1665697324.76275992,39705493,0.0,0.58,0.0,-1.24,67.02,66.94,0.0,0.09,3
1665697324.86274290,39805476,0.0,0.58,0.0,-1.24,67.02,66.9,0.0,0.1,3
1665697324.96278596,39905519,0.0,0.58,0.0,-1.24,67.02,66.86,0.0,0.08,3
1665697325.06279302,40005526,0.0,0.58,0.0,-1.24,67.02,66.78,0.0,0.08,3
1665697325.16275692,40105490,0.0,0.58,0.0,-1.24,67.02,66.7,0.0,0.07,3
1665697325.26281786,40205551,0.0,0.58,0.0,-1.24,67.02,66.64,0.0,0.07,3
1665697325.36279202,40305525,0.0,0.58,0.0,-1.24,67.02,66.6,0.0,0.07,3
1665697325.46278501,40405518,0.0,0.58,0.0,-1.23,67.02,66.59,0.01,0.1,3
1665697325.56271505,40505448,0.0,0.58,0.0,-1.23,67.02,66.59,0.01,0.12,3
1665697325.66269803,40605431,0.0,0.58,0.0,-1.24,67.02,66.63,0.01,0.12,3
1665697325.76274991,40705483,0.0,0.58,0.0,-1.24,67.02,66.71000000000001,0.01,0.13,3
1665697325.86277795,40805511,0.0,0.5700000000000001,0.0,-1.24,67.02,66.82000000000001,0.01,0.12,3
1665697325.96291399,40905647,0.0,0.5700000000000001,0.0,-1.24,67.02,66.89,0.01,0.11,3
1665697326.06273198,41005465,0.0,0.5700000000000001,0.0,-1.24,67.02,66.94,0.01,0.11,3
1665697326.16280794,41105541,0.0,0.5700000000000001,0.0,-1.24,67.02,66.95,0.01,0.09,3
1665697326.26271605,41205449,0.0,0.5700000000000001,0.0,-1.24,67.02,66.92,0.01,0.08,3
1665697326.36279106,41305524,0.0,0.5700000000000001,0.0,-1.24,67.02,66.88,0.01,0.11,3
1665697326.46283793,41405571,0.0,0.5700000000000001,0.0,-1.24,66.85,66.85,0.01,0.1,3
1665697326.56280804,41505541,0.0,0.5700000000000001,0.0,-1.24,66.8,66.8,0.01,0.11,3
1665697326.66275597,41605489,0.0,0.5700000000000001,0.0,-1.24,66.73,66.73,0.01,0.11,3
1665697326.76278305,41705516,0.0,0.5700000000000001,0.0,-1.24,66.64,66.64,0.01,0.09,3
1665697326.86279798,41805531,0.0,0.5700000000000001,0.0,-1.24,66.57000000000001,66.57000000000001,0.01,0.08,3
1665697326.96280098,41905534,0.0,0.5700000000000001,0.0,-1.24,66.53,66.53,0.01,0.07,3
1665697327.06288195,42005615,0.0,0.5700000000000001,0.0,-1.24,66.52,66.52,0.01,0.06,3
