timestamp,TimeUS,I,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U
1666655825.59899998,111804750,0,3,172643599,2233,11,0.87,42.7308111,-84.490724,256.51,0.0891852080821991,239.69732666015625,0.3110000193119049,0.0,1
1666655825.75935411,111965104,0,3,172643799,2233,11,0.87,42.7308105,-84.4907248,256.46,0.03178049996495247,347.275634765625,0.30300000309944153,0.0,1
1666655825.95928502,112165035,0,3,172643999,2233,11,0.87,42.730809799999996,-84.4907255,256.4,0.07545197755098343,145.25682067871094,0.19700001180171967,0.0,1
1666655826.15935898,112365109,0,3,172644199,2233,11,0.87,42.730809199999996,-84.4907262,256.37,0.06774216145277023,301.10882568359375,0.1860000044107437,0.0,1
1666655826.35925913,112565009,0,3,172644399,2233,10,0.87,42.7308087,-84.4907271,256.37,0.04143669828772545,250.253173828125,0.23900000751018524,0.0,1
1666655826.55918193,112764932,0,3,172644599,2233,10,0.87,42.7308081,-84.4907279,256.34000000000003,0.06103278324007988,91.87786865234375,0.21400001645088196,0.0,1
1666655826.75917602,112964926,0,3,172644799,2233,11,0.87,42.7308075,-84.4907285,256.31,0.09811218082904816,60.037811279296875,0.17000000178813934,0.0,1
1666655826.95923209,113164982,0,3,172644999,2233,11,0.87,42.730806799999996,-84.4907291,256.26,0.029529646039009094,331.6992492675781,0.28600001335144043,0.0,1
1666655827.15928197,113365032,0,3,172645199,2233,11,0.87,42.730806199999996,-84.4907297,256.25,0.12369316816329956,50.90613555908203,0.2460000067949295,0.0,1
1666655827.35930800,113565058,0,3,172645399,2233,11,0.87,42.730805499999995,-84.4907303,256.21,0.0573149211704731,222.87890625,0.24400001764297485,0.0,1
1666655827.55933595,113765086,0,3,172645599,2233,9,0.87,42.730805,-84.4907309,256.18,0.05119570344686508,257.59259033203125,0.23600001633167267,0.0,1
1666655827.75927496,113965025,0,3,172645799,2233,10,0.91,42.730804299999996,-84.4907315,256.1,0.07920859009027481,226.0230255126953,0.359000027179718,0.0,1
1666655827.95931506,114165065,0,3,172645999,2233,9,0.91,42.730804,-84.4907314,255.97,0.03106445074081421,33.17851257324219,0.25600001215934753,0.0,1
1666655828.15931511,114365065,0,3,172646199,2233,8,0.91,42.7308041,-84.4907312,255.95000000000002,0.04601087048649788,132.35745239257812,0.27300000190734863,0.0,1
1666655828.35922313,114564973,0,3,172646399,2233,8,0.91,42.730804299999996,-84.4907312,255.93,0.21489766240119934,346.5457458496094,0.31200000643730164,0.0,1
1666655828.55927300,114765023,0,3,172646599,2233,8,0.91,42.7308044,-84.49073109999999,255.89000000000001,0.15815183520317078,147.9178009033203,0.2710000276565552,0.0,1
1666655828.75926590,114965016,0,3,172646799,2233,8,1.05,42.7308042,-84.4907309,255.89000000000001,0.11977479606866837,157.93209838867188,0.2410000115633011,0.0,1
1666655828.95935392,115165104,0,3,172646999,2233,8,1.05,42.7308041,-84.4907309,255.91,0.053037725389003754,272.16107177734375,0.14300000667572021,0.0,1
1666655829.15929699,115365047,0,3,172647199,2233,8,1.05,42.7308041,-84.49073109999999,255.89000000000001,0.046572525054216385,194.93142700195312,0.21900001168251038,0.0,1
1666655829.35933709,115565087,0,3,172647399,2233,8,1.05,42.730804,-84.4907312,255.86,0.1135077178478241,194.28111267089844,0.19700001180171967,0.0,1
1666655829.55927491,115765025,0,3,172647599,2233,8,1.05,42.7308039,-84.49073109999999,255.82,0.09280086308717728,217.1168670654297,0.2150000035762787,0.0,1
1666655829.73896599,115944716,0,3,172647799,2233,8,1.05,42.730804,-84.490731,255.83,0.056586217135190964,133.56788635253906,0.2240000069141388,0.0,1
1666655829.95922112,116164971,0,3,172647999,2233,8,1.05,42.730804,-84.4907309,255.86,0.06543699651956558,128.79653930664062,0.1770000010728836,0.0,1
1666655830.15925503,116365005,0,3,172648199,2233,9,1.05,42.730804,-84.4907307,255.9,0.16118623316287994,111.47136688232422,0.07700000703334808,0.0,1
1666655830.35927200,116565022,0,3,172648399,2233,9,1.05,42.730804,-84.4907309,255.97,0.04916299507021904,4.666858196258545,0.2939999997615814,0.0,1
1666655830.55929112,116765041,0,3,172648599,2233,9,1.05,42.730804299999996,-84.4907312,256.02,0.14434681832790375,3.9724957942962646,0.2460000067949295,0.0,1
1666655830.75935197,116965102,0,3,172648799,2233,9,0.97,42.7308044,-84.4907314,256.08,0.10261579602956772,74.744873046875,0.18000000715255737,0.0,1
1666655830.95928597,117165036,0,3,172648999,2233,9,0.97,42.7308045,-84.49073159999999,256.12,0.07778175175189972,45.0,0.2160000056028366,0.0,1
