timestamp,TimeUS,Lat,Lng,Alt,RelHomeAlt,RelOriginAlt
1682105491.30543184,36708407,42.6899155,-84.48892699999999,280.2200012207031,-1.8298370838165283,-1.975788950920105
1682105491.40539885,36808374,42.6899029,-84.48892819999999,280.2200012207031,-1.9336189031600952,-1.9721965789794922
1682105491.50581598,36908791,42.6899029,-84.48892819999999,280.2200012207031,-1.8789969682693481,-1.9666242599487305
1682105491.60579395,37008769,42.689902499999995,-84.48892599999999,277.8399963378906,-1.868072509765625,-1.9614685773849487
1682105491.70558882,37108564,42.689902499999995,-84.48892599999999,277.8399963378906,-1.9609299898147583,-1.9566060304641724
1682105491.80551887,37208494,42.689902499999995,-84.4889238,276.1199951171875,-1.884459137916565,-1.9515516757965088
1682105491.90567684,37308652,42.689902499999995,-84.4889238,276.1199951171875,-1.9882409572601318,-1.9473577737808228
1682105492.00579786,37408773,42.6899027,-84.4889221,274.82000732421875,-2.015552043914795,-1.9435149431228638
1682105492.10582495,37508800,42.6899027,-84.4889221,274.82000732421875,-1.7697529792785645,-1.940612554550171
1682105492.20566082,37608636,42.689903,-84.4889209,273.8299865722656,-1.966392159461975,-1.9392880201339722
1682105492.30570602,37708681,42.689903,-84.4889209,273.8299865722656,-1.9117701053619385,-1.9365864992141724
1682105492.40559196,37808567,42.6899033,-84.4889199,273.0299987792969,-2.1466448307037354,-1.9337025880813599
1682105492.50555182,37908527,42.6899033,-84.4889199,273.0299987792969,-1.9172322750091553,-1.9311320781707764
1682105492.60558081,38008556,42.6899034,-84.488919,272.3800048828125,-1.884459137916565,-1.9310091733932495
1682105492.70553303,38108508,42.6899034,-84.488919,272.3800048828125,-2.1084094047546387,-1.931394338607788
1682105492.80549383,38208469,42.6899035,-84.4889184,271.8500061035156,-1.9063079357147217,-1.9306029081344604
1682105492.90555286,38308528,42.6899035,-84.4889184,271.8500061035156,-2.092022657394409,-1.9311755895614624
1682105493.00551987,38408495,42.6899036,-84.488918,271.3800048828125,-2.010089635848999,-1.93173348903656
1682105493.10571980,38508695,42.6899036,-84.488918,271.3800048828125,-1.8899213075637817,-1.9331797361373901
1682105493.20540500,38608380,42.689903799999996,-84.4889178,270.989990234375,-1.7260552644729614,-1.9354195594787598
1682105493.30555391,38708529,42.689903799999996,-84.4889178,270.989990234375,-1.9063079357147217,-1.9364904165267944
1682105493.40550089,38808476,42.6899039,-84.4889175,270.6399841308594,-1.9500055313110352,-1.934386968612671
1682105493.50555182,38908527,42.6899039,-84.4889175,270.6399841308594,-2.0319385528564453,-1.9310728311538696
1682105493.60552692,39008502,42.689904,-84.4889172,270.3500061035156,-1.9063079357147217,-1.9283987283706665
