timestamp,TimeUS,Lat,Lng,Alt,RelHomeAlt,RelOriginAlt
1680043265.62024474,59672546,42.6900105,-84.4889319,270.0799865722656,0.005036801099777222,-0.7949631810188293
1680043265.72020674,59772508,42.6900105,-84.4889319,270.0799865722656,0.00354120135307312,-0.7964587807655334
1680043265.82044792,59872749,42.6900105,-84.4889318,270.0799865722656,0.0017122924327850342,-0.7982876896858215
1680043265.92043877,59972740,42.6900104,-84.4889318,270.07000732421875,-0.0006349384784698486,-0.8006349205970764
1680043266.02050281,60072804,42.6900104,-84.4889318,270.07000732421875,-0.0031619369983673096,-0.8031619191169739
1680043266.12054086,60172842,42.6900104,-84.4889318,270.07000732421875,-0.005860120058059692,-0.8058601021766663
1680043266.22020888,60272510,42.6900104,-84.4889318,270.07000732421875,-0.008147746324539185,-0.8081477284431458
1680043266.32057381,60372875,42.6900103,-84.4889317,270.05999755859375,-0.014162808656692505,-0.8141627907752991
1680043266.42047381,60472775,42.6900103,-84.4889317,270.05999755859375,-0.019371062517166138,-0.8193710446357727
1680043266.52040076,60572702,42.6900103,-84.4889317,270.04998779296875,-0.023289471864700317,-0.8232894539833069
1680043266.62043285,60672734,42.6900103,-84.4889317,270.04998779296875,-0.0267503559589386,-0.8267503380775452
1680043266.72042990,60772731,42.6900103,-84.4889317,270.04998779296875,-0.028644591569900513,-0.8286445736885071
1680043266.82044888,60872750,42.690010199999996,-84.4889317,270.0400085449219,-0.031391412019729614,-0.8313913941383362
1680043266.92071986,60973021,42.690010199999996,-84.4889316,270.0400085449219,-0.03672388195991516,-0.8367238640785217
1680043267.02082491,61073126,42.690010199999996,-84.4889316,270.0299987792969,-0.04148438572883606,-0.8414843678474426
1680043267.12051272,61172814,42.690010099999995,-84.4889317,270.0299987792969,-0.04488900303840637,-0.8448889851570129
1680043267.22053194,61272833,42.690010099999995,-84.4889317,270.0299987792969,-0.04829338192939758,-0.8482933640480042
1680043267.32051587,61372817,42.69001,-84.4889317,270.0299987792969,-0.0493798553943634,-0.84937983751297
1680043267.42044687,61472748,42.69001,-84.4889317,270.0199890136719,-0.05124500393867493,-0.8512449860572815
1680043267.52043080,61572732,42.6900099,-84.4889317,270.0199890136719,-0.05508330464363098,-0.8550832867622375
1680043267.62044287,61672744,42.6900099,-84.4889317,270.0199890136719,-0.05907371640205383,-0.8590736985206604
1680043267.72044182,61772743,42.6900099,-84.4889317,270.0099792480469,-0.06106951832771301,-0.8610695004463196
1680043267.82053375,61872835,42.6900099,-84.4889316,270.0099792480469,-0.06372073292732239,-0.863720715045929
1680043267.92055774,61972859,42.6900098,-84.4889316,270.0099792480469,-0.06719782948493958,-0.8671978116035461
1680043268.02077079,62073072,42.6900098,-84.4889316,270.0,-0.07072904706001282,-0.8707290291786194
1680043268.12020993,62172511,42.6900098,-84.4889316,270.0,-0.07410028576850891,-0.8741002678871155
1680043268.22025776,62272559,42.6900098,-84.4889317,270.0,-0.07787564396858215,-0.8778756260871887
1680043268.32029390,62372595,42.6900097,-84.4889316,269.989990234375,-0.08060315251350403,-0.8806031346321106
1680043268.42026281,62472564,42.6900097,-84.4889316,269.989990234375,-0.08307841420173645,-0.883078396320343
1680043268.52023292,62572534,42.6900097,-84.4889316,269.989990234375,-0.08568814396858215,-0.8856881260871887
1680043268.62011075,62672412,42.690009599999996,-84.4889316,269.989990234375,-0.08794596791267395,-0.8879459500312805
1680043268.72017288,62772474,42.690009599999996,-84.4889316,269.97998046875,-0.09115532040596008,-0.8911553025245667
1680043268.82024980,62872551,42.690009499999995,-84.4889316,269.97998046875,-0.09411671757698059,-0.8941166996955872
1680043268.92052674,62972828,42.690009499999995,-84.4889316,269.97998046875,-0.09664013981819153,-0.8966401219367981
1680043269.02054691,63072848,42.6900094,-84.4889316,269.97998046875,-0.09919741749763489,-0.8991973996162415
1680043269.12027073,63172572,42.6900094,-84.48893149999999,269.9700012207031,-0.10495474934577942,-0.904954731464386
1680043269.22026181,63272563,42.6900094,-84.48893149999999,269.9700012207031,-0.10992482304573059,-0.9099248051643372
1680043269.32029390,63372595,42.6900093,-84.48893149999999,269.9499816894531,-0.12112000584602356,-0.9211199879646301
1680043269.42028379,63472585,42.6900093,-84.4889314,269.9499816894531,-0.12955692410469055,-0.9295569062232971
1680043269.52009678,63572398,42.6900092,-84.4889314,269.94000244140625,-0.13531330227851868,-0.9353132843971252
1680043269.62052584,63672827,42.6900092,-84.4889314,269.94000244140625,-0.13984301686286926,-0.9398429989814758
1680043269.72019982,63772501,42.6900092,-84.48893129999999,269.92999267578125,-0.14408472180366516,-0.9440847039222717
1680043269.82020283,63872504,42.6900092,-84.48893129999999,269.92999267578125,-0.14742568135261536,-0.9474256634712219
1680043269.92038584,63972687,42.6900091,-84.48893129999999,269.91998291015625,-0.15079644322395325,-0.9507964253425598
1680043270.02044773,64072749,42.6900091,-84.4889312,269.91998291015625,-0.15443947911262512,-0.9544394612312317
1680043270.12040091,64172702,42.6900091,-84.4889312,269.91998291015625,-0.15620234608650208,-0.9562023282051086
1680043270.22041392,64272715,42.6900091,-84.4889312,269.91998291015625,-0.15225103497505188,-0.9522510170936584
1680043270.32062984,64372931,42.6900091,-84.4889312,269.92999267578125,-0.14802268147468567,-0.9480226635932922
1680043270.42017293,64472474,42.6900091,-84.4889311,269.92999267578125,-0.1427007019519806,-0.9427006840705872
1680043270.52052784,64572829,42.6900091,-84.4889311,269.94000244140625,-0.13141396641731262,-0.9314139485359192
1680043270.62056780,64672869,42.6900091,-84.4889311,269.9599914550781,-0.11794117093086243,-0.917941153049469
1680043270.72051573,64772817,42.6900091,-84.488931,269.97998046875,-0.09977486729621887,-0.8997748494148254
1680043270.82055187,64872853,42.6900092,-84.488931,269.989990234375,-0.08095362782478333,-0.8809536099433899
