timestamp,TimeUS,Lat,Lng,Alt,RelHomeAlt,RelOriginAlt
1674320764.05875874,69871132,42.6894827,-84.4916818,265.1399841308594,0.005219215527176857,-6.64478063583374
1674320764.09928894,69911662,42.6894827,-84.4916818,265.1399841308594,0.006848568096756935,-6.64315128326416
1674320764.13905191,69951425,42.6894827,-84.4916818,265.1399841308594,0.008320087566971779,-6.641679763793945
1674320764.13921785,69951591,42.6894827,-84.4916818,265.1399841308594,0.008320087566971779,-6.641679763793945
1674320764.17876673,69991140,42.6894827,-84.4916818,265.1399841308594,0.00993608869612217,-6.640063762664795
1674320764.21871376,70031087,42.6894827,-84.4916818,265.1499938964844,0.011532539501786232,-6.638467311859131
1674320764.23926377,70051637,42.6894827,-84.4916818,265.1499938964844,0.011791938915848732,-6.638207912445068
1674320764.25877094,70071144,42.6894827,-84.4916818,265.1499938964844,0.012228244915604591,-6.6377716064453125
1674320764.29906988,70111443,42.6894827,-84.4916818,265.1499938964844,0.012984031811356544,-6.6370158195495605
1674320764.33942485,70151798,42.6894828,-84.4916818,265.1499938964844,0.013913864269852638,-6.6360859870910645
1674320764.33950496,70151878,42.6894828,-84.4916818,265.1499938964844,0.013913864269852638,-6.6360859870910645
1674320764.37879682,70191170,42.6894828,-84.4916818,265.1499938964844,0.014868969097733498,-6.635130882263184
1674320764.41876292,70231136,42.6894828,-84.4916818,265.1499938964844,0.01439785398542881,-6.635601997375488
1674320764.43925095,70251624,42.6894828,-84.4916818,265.1499938964844,0.013973945751786232,-6.636025905609131
1674320764.45878196,70271155,42.6894828,-84.4916818,265.1499938964844,0.014066928997635841,-6.635932922363281
1674320764.49910975,70311483,42.6894828,-84.4916818,265.1499938964844,0.0135571900755167,-6.6364426612854
1674320764.53919291,70351566,42.6894828,-84.4916818,265.1499938964844,0.013623470440506935,-6.63637638092041
1674320764.53932595,70351699,42.6894828,-84.4916818,265.1499938964844,0.013623470440506935,-6.63637638092041
1674320764.57890773,70391281,42.6894828,-84.4916818,265.1499938964844,0.013872379437088966,-6.636127471923828
1674320764.61879182,70431165,42.6894828,-84.4916817,265.1499938964844,0.013710731640458107,-6.636289119720459
1674320764.63924074,70451614,42.6894828,-84.4916817,265.1499938964844,0.013489002361893654,-6.636510848999023
1674320764.65876079,70471134,42.6894828,-84.4916817,265.1499938964844,0.013653511181473732,-6.636346340179443
1674320764.69919682,70511570,42.6894828,-84.4916817,265.1499938964844,0.013252967968583107,-6.636746883392334
1674320764.73925090,70551624,42.6894828,-84.4916817,265.1499938964844,0.013296836987137794,-6.636703014373779
1674320764.73932290,70551696,42.6894828,-84.4916817,265.1499938964844,0.013296836987137794,-6.636703014373779
1674320764.77880883,70591182,42.6894828,-84.4916817,265.1499938964844,0.013463729992508888,-6.636536121368408
1674320764.81880975,70631183,42.6894828,-84.4916817,265.1499938964844,0.013509506359696388,-6.636490345001221
1674320764.83925676,70651630,42.6894828,-84.4916817,265.1499938964844,0.013075107708573341,-6.636924743652344
1674320764.85876894,70671142,42.6894828,-84.4916817,265.1499938964844,0.013113731518387794,-6.636886119842529
