timestamp,TimeUS,C,Q1,Q2,Q3,Q4
1666744224.26464915,704553893,1,0.9542862176895142,-0.00369467050768435,0.006354358047246933,-0.2988039255142212
1666744224.30462098,704593865,1,0.9542853832244873,-0.0036774897016584873,0.006370846647769213,-0.29880642890930176
1666744224.31961703,704608861,1,0.9542823433876038,-0.0036736757028847933,0.006368524860590696,-0.2988163232803345
1666744224.34458899,704633833,1,0.9542843699455261,-0.003674071282148361,0.00636442331597209,-0.29880979657173157
1666744224.38459206,704673836,1,0.9542859792709351,-0.0036626115906983614,0.006377822253853083,-0.2988046407699585
1666744224.41961908,704708863,1,0.9542895555496216,-0.003653894877061248,0.006394859403371811,-0.2987929582595825
1666744224.42459011,704713834,1,0.954291582107544,-0.00365975359454751,0.006395922973752022,-0.29878634214401245
1666744224.46462011,704753864,1,0.954294741153717,-0.0036524671595543623,0.006422224920243025,-0.2987758219242096
1666744224.50462317,704793867,1,0.9542999863624573,-0.0036477213725447655,0.006443476304411888,-0.2987586557865143
1666744224.51958299,704808827,1,0.9542988538742065,-0.0036479239352047443,0.006446068175137043,-0.2987622618675232
1666744224.54462099,704833865,1,0.9542981386184692,-0.0036403133999556303,0.006457704585045576,-0.29876431822776794
1666744224.58459306,704873837,1,0.9543015956878662,-0.0036485018208622932,0.006476756650954485,-0.29875272512435913
1666744224.61959910,704908843,1,0.9542967081069946,-0.003636739682406187,0.006482071243226528,-0.29876846075057983
1666744224.62459207,704913836,1,0.9542968273162842,-0.00363804935477674,0.006486690137535334,-0.2987678349018097
1666744224.66458201,704953826,1,0.9542953968048096,-0.003627815516665578,0.006507301237434149,-0.2987721860408783
1666744224.70461106,704993855,1,0.9543018937110901,-0.0036211684346199036,0.006515888497233391,-0.29875120520591736
1666744224.71959710,705008841,1,0.9543027281761169,-0.0036237279418855906,0.006516025867313147,-0.298748642206192
1666744224.74459696,705033841,1,0.9543046355247498,-0.003614814020693302,0.0065267132595181465,-0.2987423539161682
1666744224.78461599,705073860,1,0.9543079733848572,-0.0036424710415303707,0.006533263251185417,-0.2987312376499176
1666744224.81958795,705108832,1,0.9542979001998901,-0.003622289514169097,0.006531980354338884,-0.29876360297203064
1666744224.82458997,705113834,1,0.9542982578277588,-0.0036206308286637068,0.006546268239617348,-0.29876214265823364
1666744224.86459303,705153837,1,0.9542968273162842,-0.0036128771025687456,0.006543835625052452,-0.2987670302391052
1666744224.90462613,705193870,1,0.9542832970619202,-0.0036108861677348614,0.006560443434864283,-0.29880982637405396
1666744224.91958809,705208832,1,0.9542824029922485,-0.00359243038110435,0.006566291209310293,-0.29881271719932556
1666744224.94461608,705233860,1,0.9542799592018127,-0.0035664737224578857,0.006585012190043926,-0.29882052540779114
1666744224.98462200,705273866,1,0.9542733430862427,-0.003557938151061535,0.006581599824130535,-0.2988417446613312
1666744225.01959109,705308835,1,0.9542645812034607,-0.003536749631166458,0.0065596443600952625,-0.2988705337047577
1666744225.02461195,705313856,1,0.9542655944824219,-0.0035387217067182064,0.00656660832464695,-0.2988671064376831
1666744225.06458998,705353834,1,0.9542580842971802,-0.003534657182171941,0.006552884355187416,-0.2988913357257843
1666744225.10460806,705393852,1,0.9542487859725952,-0.0035256277769804,0.006534205749630928,-0.2989215552806854
1666744225.11960602,705408850,1,0.9542500376701355,-0.0035216682590544224,0.006536008324474096,-0.298917680978775
1666744225.14463115,705433875,1,0.9542413353919983,-0.003510146401822567,0.006531596649438143,-0.2989456355571747
1666744225.18462801,705473872,1,0.9542367458343506,-0.0035060623195022345,0.006511467508971691,-0.29896074533462524
1666744225.21960115,705508845,1,0.9542301893234253,-0.0035090905148535967,0.00650479830801487,-0.29898184537887573
1666744225.22462106,705513865,1,0.9542297720909119,-0.0035090376622974873,0.0065129343420267105,-0.2989828586578369
1666744225.26459098,705553835,1,0.9542245864868164,-0.0034760008566081524,0.006497962865978479,-0.29900026321411133
1666744225.30458903,705593833,1,0.9542236924171448,-0.0034773636143654585,0.006496950052678585,-0.29900309443473816
1666744225.31962204,705608866,1,0.9542237520217896,-0.003479455830529332,0.006499848328530788,-0.29900288581848145
1666744225.34458995,705633834,1,0.9542251229286194,-0.0034743885044008493,0.006507568061351776,-0.2989983856678009
1666744225.38461494,705673859,1,0.9542261958122253,-0.0034846835769712925,0.00651762168854475,-0.2989945113658905
1666744225.41963601,705708880,1,0.9542164206504822,-0.003483418608084321,0.006511373445391655,-0.29902589321136475
1666744225.42460895,705713853,1,0.9542168974876404,-0.003481673076748848,0.006512988358736038,-0.2990243434906006
1666744225.46463704,705753881,1,0.9542180299758911,-0.003502439009025693,0.006491935811936855,-0.2990209758281708
1666744225.50458908,705793833,1,0.9542130827903748,-0.0035135115031152964,0.006483428180217743,-0.2990367114543915
1666744225.51957917,705808823,1,0.9542145729064941,-0.003512142226099968,0.0064771538600325584,-0.2990322411060333
1666744225.54459810,705833842,1,0.9542137384414673,-0.0035171164199709892,0.006479224190115929,-0.2990347743034363
1666744225.58457613,705873820,1,0.9542062878608704,-0.003515233751386404,0.0064531778916716576,-0.29905909299850464
1666744225.61962509,705908869,1,0.9541956782341003,-0.0035055233165621758,0.0064534153789281845,-0.29909300804138184
1666744225.62462902,705913873,1,0.9541922211647034,-0.0034996801987290382,0.006453031208366156,-0.2991042733192444
1666744225.66459298,705953837,1,0.9541864395141602,-0.0035166586749255657,0.006427929271012545,-0.29912298917770386
1666744225.70460606,705993850,1,0.9541842937469482,-0.003540970850735903,0.006424620281904936,-0.2991296350955963
1666744225.71962118,706008865,1,0.9541832804679871,-0.0035404404625296593,0.006426337640732527,-0.2991328239440918
