timestamp,TimeUS,Lat,Lng,Alt,RelHomeAlt,RelOriginAlt
1676239794.21998096,809769334,42.687951999999996,-84.4915536,276.79998779296875,0.004854956641793251,0.23485495150089264
1676239794.22018194,809769535,42.687951999999996,-84.4915536,276.79998779296875,0.004854956641793251,0.23485495150089264
1676239794.25931382,809808667,42.687951999999996,-84.4915536,276.79998779296875,0.005066821351647377,0.23506681621074677
1676239794.29923296,809848586,42.687951999999996,-84.4915536,276.79998779296875,0.005372965708374977,0.23537296056747437
1676239794.31944585,809868799,42.687951999999996,-84.4915536,276.79998779296875,0.005471611395478249,0.23547160625457764
1676239794.33905578,809888409,42.687951999999996,-84.4915536,276.79998779296875,0.005729028955101967,0.23572902381420135
1676239794.37949586,809928849,42.687951999999996,-84.4915536,276.79998779296875,0.0060113463550806046,0.23601134121418
1676239794.41925693,809968610,42.687951999999996,-84.4915536,276.79998779296875,0.007013434544205666,0.23701342940330505
1676239794.41938186,809968735,42.687951999999996,-84.4915536,276.79998779296875,0.007013434544205666,0.23701342940330505
1676239794.45955992,810008913,42.6879519,-84.4915536,276.79998779296875,0.007953906431794167,0.23795390129089355
1676239794.49940395,810048757,42.6879519,-84.4915536,276.79998779296875,0.008797431364655495,0.23879742622375488
1676239794.51931977,810068673,42.6879519,-84.4915536,276.79998779296875,0.009221741929650307,0.2392217367887497
1676239794.53907394,810088427,42.6879519,-84.4915536,276.79998779296875,0.009626844897866249,0.23962683975696564
1676239794.57924390,810128597,42.6879519,-84.4915536,276.80999755859375,0.010473469272255898,0.24047346413135529
1676239794.61914396,810168497,42.6879519,-84.4915536,276.80999755859375,0.011097023263573647,0.24109701812267303
1676239794.61930084,810168654,42.6879519,-84.4915536,276.80999755859375,0.011097023263573647,0.24109701812267303
1676239794.65962291,810208976,42.6879519,-84.4915536,276.80999755859375,0.011632794514298439,0.24163278937339783
1676239794.69941187,810248765,42.6879519,-84.4915536,276.80999755859375,0.012158790603280067,0.24215878546237946
1676239794.71922588,810268579,42.6879519,-84.4915536,276.80999755859375,0.012482712045311928,0.24248270690441132
1676239794.73921299,810288566,42.6879518,-84.4915536,276.80999755859375,0.012718195095658302,0.2427181899547577
1676239794.77905679,810328410,42.6879518,-84.4915536,276.80999755859375,0.013164708390831947,0.24316470324993134
1676239794.81957197,810368925,42.6879518,-84.4915536,276.80999755859375,0.013525599613785744,0.24352559447288513
1676239794.81964684,810369000,42.6879518,-84.4915536,276.80999755859375,0.013525599613785744,0.24352559447288513
1676239794.85937881,810408732,42.6879518,-84.4915536,276.80999755859375,0.013955125585198402,0.2439551204442978
1676239794.89971399,810449067,42.6879518,-84.4915536,276.80999755859375,0.014232108369469643,0.24423210322856903
1676239794.91963983,810468993,42.6879518,-84.4915536,276.80999755859375,0.014321589842438698,0.24432158470153809
1676239794.93921685,810488570,42.6879518,-84.4915536,276.80999755859375,0.01458064652979374,0.24458064138889313
1676239794.97899795,810528351,42.6879518,-84.4915536,276.80999755859375,0.014743858948349953,0.24474385380744934
1676239795.01958799,810568941,42.6879518,-84.4915536,276.80999755859375,0.014424899592995644,0.24442489445209503
1676239795.01965880,810569012,42.6879518,-84.4915536,276.80999755859375,0.014424899592995644,0.24442489445209503
1676239795.05905676,810608410,42.6879518,-84.4915536,276.80999755859375,0.014356354251503944,0.24435634911060333
1676239795.09944892,810648802,42.6879518,-84.4915536,276.80999755859375,0.014110798016190529,0.24411079287528992
1676239795.11953497,810668888,42.6879518,-84.4915536,276.80999755859375,0.01387789286673069,0.24387788772583008
1676239795.13902783,810688381,42.6879518,-84.4915536,276.80999755859375,0.013975957408547401,0.2439759522676468
1676239795.17932582,810728679,42.6879518,-84.4915536,276.80999755859375,0.013456026092171669,0.24345602095127106
1676239795.21933484,810768688,42.6879518,-84.4915536,276.80999755859375,0.01251099444925785,0.24251098930835724
1676239795.21944594,810768799,42.6879518,-84.4915536,276.80999755859375,0.01251099444925785,0.24251098930835724
1676239795.25908780,810808441,42.6879518,-84.4915536,276.80999755859375,0.011724987998604774,0.24172498285770416
1676239795.29941082,810848764,42.6879518,-84.4915536,276.80999755859375,0.011065507307648659,0.24106550216674805
1676239795.31925392,810868607,42.6879518,-84.4915536,276.80999755859375,0.010590234771370888,0.24059022963047028
1676239795.33932686,810888680,42.6879518,-84.4915536,276.80999755859375,0.010173315182328224,0.2401733100414276
1676239795.37924194,810928595,42.6879518,-84.4915537,276.80999755859375,0.010385209694504738,0.24038520455360413
1676239795.41930199,810968655,42.6879518,-84.4915537,276.80999755859375,0.010886231437325478,0.24088622629642487
1676239795.41938376,810968737,42.6879518,-84.4915537,276.80999755859375,0.010886231437325478,0.24088622629642487
1676239795.45919895,811008552,42.6879518,-84.4915537,276.80999755859375,0.011263692751526833,0.24126368761062622
1676239795.49982190,811049175,42.6879518,-84.4915537,276.80999755859375,0.011328646913170815,0.2413286417722702
1676239795.51914597,811068499,42.6879518,-84.4915537,276.80999755859375,0.011511484161019325,0.2415114790201187
1676239795.53907299,811088426,42.6879518,-84.4915537,276.80999755859375,0.011586884036660194,0.24158687889575958
