timestamp,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
203.16737400,203167374,0.0,0.63,0.0,0.21,92.24,92.24,0.01,0.02,3
203.26728000,203267280,0.0,0.65,0.0,0.23,92.22,92.22,0.01,0.01,3
203.36734700,203367347,0.0,0.72,0.0,0.18,92.2,92.2,0.01,0.01,3
203.46749700,203467497,0.0,0.76,0.0,0.12,92.2,92.2,0.01,0.01,3
203.56736000,203567360,0.0,0.84,0.0,0.09,92.2,92.2,0.01,0.01,3
203.66735800,203667358,0.0,0.88,0.0,0.06,92.22,92.22,0.01,0.01,3
203.76710900,203767109,0.0,0.89,0.0,0.06,92.22,92.22,0.01,0.01,3
203.86705200,203867052,0.0,0.86,0.0,0.05,92.21000000000001,92.21000000000001,0.0,0.01,3
203.96706400,203967064,0.0,0.85,0.0,0.05,92.21000000000001,92.21000000000001,0.0,0.01,3
204.06710700,204067107,0.0,0.85,0.0,0.05,92.22,92.22,0.0,0.01,3
204.16708100,204167081,0.0,0.85,0.0,0.05,92.21000000000001,92.21000000000001,0.0,0.01,3
204.26706900,204267069,0.0,0.85,0.0,0.05,92.21000000000001,92.21000000000001,0.0,0.01,3
204.36712000,204367120,0.0,0.86,0.0,0.06,92.22,92.22,0.0,0.01,3
204.46715200,204467152,0.0,0.85,0.0,0.05,92.21000000000001,92.21000000000001,0.0,0.01,3
204.56714500,204567145,0.0,0.87,0.0,0.05,92.21000000000001,92.21000000000001,0.0,0.01,3
204.66715600,204667156,0.0,0.86,0.0,0.05,92.21000000000001,92.21000000000001,0.0,0.01,3
204.76702900,204767029,0.0,0.86,0.0,0.05,92.2,92.2,0.0,0.01,3
204.86708000,204867080,0.0,0.86,0.0,0.05,92.2,92.2,0.0,0.01,3
204.96709900,204967099,0.0,0.86,0.0,0.05,92.21000000000001,92.21000000000001,0.0,0.01,3
205.06705200,205067052,0.0,0.87,0.0,0.05,92.21000000000001,92.21000000000001,0.0,0.01,3
205.16709100,205167091,0.0,0.87,0.0,0.04,92.21000000000001,92.21000000000001,0.0,0.01,3
205.26714400,205267144,0.0,0.86,0.0,0.04,92.2,92.2,0.0,0.01,3
205.36714600,205367146,0.0,0.8300000000000001,0.0,0.06,92.2,92.2,0.0,0.01,3
205.46711200,205467112,0.0,0.81,0.0,0.06,92.21000000000001,92.21000000000001,0.0,0.01,3
205.56712300,205567123,0.0,0.98,0.0,0.01,92.22,92.22,0.0,0.01,3
205.66705900,205667059,0.0,1.26,0.0,-0.18,92.22,92.22,0.0,0.01,3
205.76707900,205767079,0.0,1.2,0.0,-0.31,92.29,92.29,0.0,0.01,3
205.86710900,205867109,0.0,1.04,0.0,-0.29,92.33,92.33,0.0,0.01,3
