timestamp,TimeUS,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,AEKF
195.79594300,195795943,0.0,0.42,0.0,-1.2,27.2,27.2,0.0,0.13,0
195.89588000,195895880,0.0,0.41000000000000003,0.0,-1.19,27.32,27.32,0.0,0.14,0
195.99586000,195995860,0.0,0.4,0.0,-1.19,27.28,27.28,0.0,0.12,0
196.09587800,196095878,0.0,0.41000000000000003,0.0,-1.19,27.26,27.26,0.0,0.1,0
196.19583900,196195839,0.0,0.42,0.0,-1.19,27.18,27.18,0.0,0.11,0
196.29585900,196295859,0.0,0.41000000000000003,0.0,-1.19,27.05,27.05,0.0,0.13,0
196.39619700,196396197,0.0,0.41000000000000003,0.0,-1.19,27.0,27.0,0.0,0.13,0
196.49586900,196495869,0.0,0.41000000000000003,0.0,-1.19,27.05,27.05,0.0,0.12,0
196.59586000,196595860,0.0,0.43,0.0,-1.18,26.82,26.82,0.0,0.18,0
196.69586700,196695867,0.0,0.42,0.0,-1.19,26.810000000000002,26.810000000000002,0.0,0.14,0
196.79588400,196795884,0.0,0.42,0.0,-1.18,26.61,26.61,0.0,0.18,0
196.89584400,196895844,0.0,0.43,0.0,-1.18,26.61,26.61,0.0,0.14,0
196.99587400,196995874,0.0,0.42,0.0,-1.19,26.68,26.68,0.0,0.14,0
197.09599000,197095990,0.0,0.42,0.0,-1.18,26.580000000000002,26.580000000000002,0.0,0.15,0
197.19586200,197195862,0.0,0.42,0.0,-1.18,26.55,26.55,0.0,0.13,0
197.29588700,197295887,0.0,0.42,0.0,-1.18,26.650000000000002,26.650000000000002,0.0,0.13,0
197.39608400,197396084,0.0,0.43,0.0,-1.18,26.69,26.69,0.0,0.12,0
197.49588800,197495888,0.0,0.42,0.0,-1.18,26.59,26.59,0.0,0.13,0
197.59586200,197595862,0.0,0.41000000000000003,0.0,-1.18,26.67,26.67,0.0,0.12,0
197.69587300,197695873,0.0,0.43,0.0,-1.18,26.55,26.55,0.0,0.14,0
197.79584800,197795848,0.0,0.43,0.0,-1.18,26.42,26.42,0.0,0.15,0
197.89587500,197895875,0.0,0.42,0.0,-1.19,26.39,26.39,0.0,0.13,0
197.99584600,197995846,0.0,0.42,0.0,-1.18,26.55,26.55,0.0,0.16,0
198.09591300,198095913,0.0,0.42,0.0,-1.19,26.580000000000002,26.580000000000002,0.0,0.13,0
198.19587000,198195870,0.0,0.43,0.0,-1.19,26.52,26.52,0.0,0.13,0
198.29585600,198295856,0.0,0.42,0.0,-1.18,26.35,26.35,0.0,0.16,0
198.39605500,198396055,0.0,0.42,0.0,-1.18,26.26,26.26,0.0,0.16,0
198.49586700,198495867,0.0,0.43,0.0,-1.18,26.22,26.22,0.0,0.13,0
198.59585800,198595858,0.0,0.42,0.0,-1.18,26.21,26.21,0.0,0.11,0
198.69583900,198695839,0.0,0.42,0.0,-1.18,26.18,26.18,0.0,0.1,0
198.79587200,198795872,0.0,0.43,0.0,-1.18,26.22,26.22,0.0,0.09,0
198.89589100,198895891,0.0,0.42,0.0,-1.17,26.240000000000002,26.240000000000002,0.0,0.08,0
198.99588800,198995888,0.0,0.43,0.0,-1.18,26.22,26.22,0.0,0.06,0
199.09587400,199095874,0.0,0.43,0.0,-1.17,26.02,26.02,0.0,0.12,0
199.19587900,199195879,0.0,0.42,0.0,-1.17,26.080000000000002,26.080000000000002,0.0,0.12,0
199.29583500,199295835,0.0,0.43,0.0,-1.18,26.13,26.13,0.0,0.11,0
199.39610400,199396104,0.0,0.43,0.0,-1.18,26.07,26.07,0.0,0.11,0
199.49586500,199495865,0.0,0.42,0.0,-1.18,26.07,26.07,0.0,0.09,0
199.59587300,199595873,0.0,0.43,0.0,-1.18,25.98,25.98,0.0,0.1,0
199.69591700,199695917,0.0,0.43,0.0,-1.17,25.990000000000002,25.990000000000002,0.0,0.08,0
199.79585600,199795856,0.0,0.43,0.0,-1.18,25.96,25.96,0.0,0.08,0
201.89592400,201895924,0.0,0.45,0.0,-1.2,27.1,27.1,0.0,0.12,0
201.99587500,201995875,0.0,0.45,0.0,-1.17,27.3,27.3,0.0,0.16,0
202.09589200,202095892,0.0,0.47000000000000003,0.0,-1.19,27.060000000000002,27.060000000000002,0.0,0.22,0
202.19586500,202195865,0.0,0.46,0.0,-1.18,26.98,26.98,0.0,0.2,0
202.29585900,202295859,0.0,0.44,0.0,-1.18,26.94,26.94,0.0,0.18,0
202.39609700,202396097,0.0,0.45,0.0,-1.19,26.900000000000002,26.900000000000002,0.0,0.16,0
202.49583100,202495831,0.0,0.48,0.0,-1.18,26.69,26.69,0.0,0.19,0
202.59588200,202595882,0.0,0.47000000000000003,0.0,-1.18,26.52,26.52,0.0,0.22,0
202.69588200,202695882,0.0,0.46,0.0,-1.18,26.38,26.38,0.0,0.22,0
202.79588500,202795885,0.0,0.48,0.0,-1.18,26.310000000000002,26.310000000000002,0.0,0.2,0
204.89586700,204895867,0.0,0.43,0.0,-1.17,27.37,27.37,0.0,0.1,0
204.99585500,204995855,0.0,0.44,0.0,-1.18,27.45,27.45,0.0,0.11,0
