timestamp,TimeUS,C,Q1,Q2,Q3,Q4
3949.50693100,3949506931,1,1.0,0.0,0.0,0.0
3949.60688800,3949606888,1,1.0,0.0,0.0,0.0
3949.70688700,3949706887,1,1.0,0.0,0.0,0.0
3949.80690100,3949806901,1,1.0,0.0,0.0,0.0
3949.90690900,3949906909,1,1.0,0.0,0.0,0.0
3950.00690500,3950006905,1,1.0,0.0,0.0,0.0
3950.10690300,3950106903,1,1.0,0.0,0.0,0.0
3950.20689800,3950206898,1,1.0,0.0,0.0,0.0
3950.30690600,3950306906,1,1.0,0.0,0.0,0.0
3950.40697500,3950406975,1,1.0,0.0,0.0,0.0
3950.50694900,3950506949,1,1.0,0.0,0.0,0.0
3950.60694100,3950606941,1,1.0,0.0,0.0,0.0
3950.70690900,3950706909,1,1.0,0.0,0.0,0.0
3950.80691900,3950806919,1,1.0,0.0,0.0,0.0
3950.90691800,3950906918,1,1.0,0.0,0.0,0.0
3951.00692700,3951006927,1,1.0,0.0,0.0,0.0
3951.10693700,3951106937,1,1.0,0.0,0.0,0.0
3951.20689900,3951206899,1,1.0,0.0,0.0,0.0
3951.30689700,3951306897,1,1.0,0.0,0.0,0.0
3951.40687600,3951406876,1,1.0,0.0,0.0,0.0
3951.50689900,3951506899,1,1.0,0.0,0.0,0.0
3951.60691100,3951606911,1,1.0,0.0,0.0,0.0
3951.70689200,3951706892,1,1.0,0.0,0.0,0.0
3951.80688200,3951806882,1,1.0,0.0,0.0,0.0
3951.90692000,3951906920,1,1.0,0.0,0.0,0.0
3952.00691200,3952006912,1,1.0,0.0,0.0,0.0
3952.10694000,3952106940,1,1.0,0.0,0.0,0.0
3952.20698100,3952206981,1,1.0,0.0,0.0,0.0
3952.30691900,3952306919,1,1.0,0.0,0.0,0.0
3952.40692200,3952406922,1,1.0,0.0,0.0,0.0
3952.50691700,3952506917,1,1.0,0.0,0.0,0.0
3952.60691400,3952606914,1,1.0,0.0,0.0,0.0
3952.70689200,3952706892,1,1.0,0.0,0.0,0.0
3952.80689800,3952806898,1,1.0,0.0,0.0,0.0
3952.90689900,3952906899,1,1.0,0.0,0.0,0.0
3953.00688400,3953006884,1,1.0,0.0,0.0,0.0
3953.10690200,3953106902,1,1.0,0.0,0.0,0.0
3953.20690900,3953206909,1,1.0,0.0,0.0,0.0
3953.30690100,3953306901,1,1.0,0.0,0.0,0.0
3953.40690800,3953406908,1,1.0,0.0,0.0,0.0
3953.50693200,3953506932,1,1.0,0.0,0.0,0.0
3953.60695500,3953606955,1,1.0,0.0,0.0,0.0
3953.70694100,3953706941,1,1.0,0.0,0.0,0.0
3953.80690000,3953806900,1,1.0,0.0,0.0,0.0
3953.90693000,3953906930,1,1.0,0.0,0.0,0.0
3954.00692200,3954006922,1,1.0,0.0,0.0,0.0
3954.10691600,3954106916,1,1.0,0.0,0.0,0.0
3954.20692700,3954206927,1,1.0,0.0,0.0,0.0
3954.30686000,3954306860,1,1.0,0.0,0.0,0.0
3954.40689300,3954406893,1,1.0,0.0,0.0,0.0
3954.50687500,3954506875,1,1.0,0.0,0.0,0.0
3956.60688700,3956606887,1,1.0,0.0,0.0,0.0
3956.70691700,3956706917,1,1.0,0.0,0.0,0.0
3956.80694200,3956806942,1,1.0,0.0,0.0,0.0
3956.90691700,3956906917,1,1.0,0.0,0.0,0.0
3957.00692000,3957006920,1,1.0,0.0,0.0,0.0
3957.10692200,3957106922,1,1.0,0.0,0.0,0.0
3957.20692100,3957206921,1,1.0,0.0,0.0,0.0
3957.30691300,3957306913,1,1.0,0.0,0.0,0.0
3957.40694700,3957406947,1,1.0,0.0,0.0,0.0
3957.50689100,3957506891,1,1.0,0.0,0.0,0.0
3957.60688000,3957606880,1,1.0,0.0,0.0,0.0
3957.70688900,3957706889,1,1.0,0.0,0.0,0.0
3957.80691500,3957806915,1,1.0,0.0,0.0,0.0
3957.90687500,3957906875,1,1.0,0.0,0.0,0.0
3958.00689600,3958006896,1,1.0,0.0,0.0,0.0
3958.10691600,3958106916,1,1.0,0.0,0.0,0.0
3958.20690500,3958206905,1,1.0,0.0,0.0,0.0
3958.30694400,3958306944,1,1.0,0.0,0.0,0.0
3958.40691000,3958406910,1,1.0,0.0,0.0,0.0
3958.50690100,3958506901,1,1.0,0.0,0.0,0.0
3958.60692300,3958606923,1,1.0,0.0,0.0,0.0
3958.70692400,3958706924,1,1.0,0.0,0.0,0.0
3958.80691600,3958806916,1,1.0,0.0,0.0,0.0
3958.90692200,3958906922,1,1.0,0.0,0.0,0.0
3959.00690000,3959006900,1,1.0,0.0,0.0,0.0
3959.10690500,3959106905,1,1.0,0.0,0.0,0.0
3959.20689500,3959206895,1,1.0,0.0,0.0,0.0
3959.30688500,3959306885,1,1.0,0.0,0.0,0.0
3959.40690000,3959406900,1,1.0,0.0,0.0,0.0
3959.50690600,3959506906,1,1.0,0.0,0.0,0.0
3959.60690800,3959606908,1,1.0,0.0,0.0,0.0
3959.70689300,3959706893,1,1.0,0.0,0.0,0.0
3959.80694200,3959806942,1,1.0,0.0,0.0,0.0
3961.90691100,3961906911,1,1.0,0.0,0.0,0.0
3962.00693700,3962006937,1,1.0,0.0,0.0,0.0
3962.10689200,3962106892,1,1.0,0.0,0.0,0.0
3962.20688600,3962206886,1,1.0,0.0,0.0,0.0
3962.30690000,3962306900,1,1.0,0.0,0.0,0.0
3962.40690100,3962406901,1,1.0,0.0,0.0,0.0
3962.50687800,3962506878,1,1.0,0.0,0.0,0.0
3962.60691300,3962606913,1,1.0,0.0,0.0,0.0
3962.70688400,3962706884,1,1.0,0.0,0.0,0.0
3962.80690700,3962806907,1,1.0,0.0,0.0,0.0
3962.90693500,3962906935,1,1.0,0.0,0.0,0.0
3963.00695800,3963006958,1,1.0,0.0,0.0,0.0
3963.10694200,3963106942,1,1.0,0.0,0.0,0.0
3963.20691900,3963206919,1,1.0,0.0,0.0,0.0
3963.30692500,3963306925,1,1.0,0.0,0.0,0.0
3963.40692400,3963406924,1,1.0,0.0,0.0,0.0
3963.50691300,3963506913,1,1.0,0.0,0.0,0.0
3963.60691600,3963606916,1,1.0,0.0,0.0,0.0
3963.70688700,3963706887,1,1.0,0.0,0.0,0.0
3963.80688800,3963806888,1,1.0,0.0,0.0,0.0
3963.90689800,3963906898,1,1.0,0.0,0.0,0.0
3964.00689000,3964006890,1,1.0,0.0,0.0,0.0
3964.10689000,3964106890,1,1.0,0.0,0.0,0.0
3964.20689900,3964206899,1,1.0,0.0,0.0,0.0
3964.30690300,3964306903,1,1.0,0.0,0.0,0.0
3964.40690800,3964406908,1,1.0,0.0,0.0,0.0
3964.50694500,3964506945,1,1.0,0.0,0.0,0.0
3964.60694200,3964606942,1,1.0,0.0,0.0,0.0
3964.70688400,3964706884,1,1.0,0.0,0.0,0.0
3964.80690600,3964806906,1,1.0,0.0,0.0,0.0
3964.90694100,3964906941,1,1.0,0.0,0.0,0.0
3965.00692000,3965006920,1,1.0,0.0,0.0,0.0
3965.10702200,3965107022,1,1.0,0.0,0.0,0.0
3965.20689700,3965206897,1,1.0,0.0,0.0,0.0
3965.30688700,3965306887,1,1.0,0.0,0.0,0.0
3965.40690300,3965406903,1,1.0,0.0,0.0,0.0
3965.50691300,3965506913,1,1.0,0.0,0.0,0.0
3965.60689300,3965606893,1,1.0,0.0,0.0,0.0
3965.70688900,3965706889,1,1.0,0.0,0.0,0.0
3965.80689200,3965806892,1,1.0,0.0,0.0,0.0
3965.90693300,3965906933,1,1.0,0.0,0.0,0.0
3966.00691400,3966006914,1,1.0,0.0,0.0,0.0
3966.10694100,3966106941,1,1.0,0.0,0.0,0.0
3966.20693800,3966206938,1,1.0,0.0,0.0,0.0
3966.30690500,3966306905,1,1.0,0.0,0.0,0.0
3966.40692800,3966406928,1,1.0,0.0,0.0,0.0
3966.50692300,3966506923,1,1.0,0.0,0.0,0.0
3966.60690800,3966606908,1,1.0,0.0,0.0,0.0
3966.70691800,3966706918,1,1.0,0.0,0.0,0.0
3966.80689400,3966806894,1,1.0,0.0,0.0,0.0
3966.90694900,3966906949,1,1.0,0.0,0.0,0.0
3967.00690200,3967006902,1,1.0,0.0,0.0,0.0
3967.10689600,3967106896,1,1.0,0.0,0.0,0.0
3967.20689400,3967206894,1,1.0,0.0,0.0,0.0
3967.30689800,3967306898,1,1.0,0.0,0.0,0.0
3967.40690100,3967406901,1,1.0,0.0,0.0,0.0
3967.50692800,3967506928,1,1.0,0.0,0.0,0.0
3967.60691200,3967606912,1,1.0,0.0,0.0,0.0
3967.70694100,3967706941,1,1.0,0.0,0.0,0.0
3967.80689800,3967806898,1,1.0,0.0,0.0,0.0
3967.90691600,3967906916,1,1.0,0.0,0.0,0.0
3968.00692700,3968006927,1,1.0,0.0,0.0,0.0
3968.10693200,3968106932,1,1.0,0.0,0.0,0.0
3968.20691500,3968206915,1,1.0,0.0,0.0,0.0
3968.30689300,3968306893,1,1.0,0.0,0.0,0.0
3968.40690700,3968406907,1,1.0,0.0,0.0,0.0
3968.50688800,3968506888,1,1.0,0.0,0.0,0.0
3968.60689900,3968606899,1,1.0,0.0,0.0,0.0
3968.70690600,3968706906,1,1.0,0.0,0.0,0.0
